"from" "to" "weight"
23 24 4362
23 33 115
23 41 72
23 51 214
23 54 31
23 68 24
23 72 3
23 97 33
23 108 10
23 109 189
23 118 171
23 136 68
23 138 4
23 140 184
23 152 11
23 157 21
23 165 46
23 170 57
24 7 67
24 23 247
24 24 75318
24 33 1885
24 41 1270
24 51 6036
24 54 487
24 68 556
24 72 70
24 97 659
24 108 217
24 109 3333
24 118 2476
24 136 1041
24 138 97
24 140 2759
24 152 257
24 157 387
24 165 626
24 170 770
25 7 4
25 23 19
25 24 2171
25 33 240
25 41 139
25 51 200
25 54 34
25 68 400
25 72 2
25 97 56
25 108 36
25 109 129
25 118 114
25 136 41
25 138 55
25 140 800
25 152 397
25 157 2
25 165 11
25 170 20
26 24 332
26 33 11
26 41 4
26 51 8
26 54 108
26 68 4
26 97 1
26 109 8
26 118 51
26 136 289
26 138 2
26 140 18
26 170 111
27 24 93
27 33 219
27 41 8
27 51 11
27 54 5
27 68 1
27 97 16
27 108 116
27 109 4
27 118 2
27 136 3
27 140 7
27 152 1
27 170 2
28 24 122
28 51 4
28 54 25
28 68 1
28 109 4
28 118 29
28 136 151
28 140 3
28 157 1
28 170 30
29 7 2
29 23 1
29 24 275
29 33 27
29 41 5
29 51 23
29 54 6
29 68 34
29 72 2
29 97 5
29 109 13
29 118 22
29 136 6
29 138 28
29 140 440
29 152 37
29 157 1
29 165 1
29 170 5
30 7 2
30 23 2
30 24 275
30 33 17
30 41 2
30 51 11
30 54 359
30 68 3
30 97 4
30 108 1
30 109 11
30 118 61
30 136 357
30 140 18
30 170 48
31 7 1
31 23 1
31 24 198
31 33 12
31 41 3
31 51 7
31 54 8
31 68 54
31 97 5
31 109 3
31 118 169
31 136 37
31 140 10
31 152 1
31 170 72
32 7 2
32 23 3
32 24 993
32 33 42
32 41 21
32 51 92
32 54 9
32 68 87
32 97 15
32 108 4
32 109 69
32 118 27
32 136 21
32 138 1
32 140 96
32 152 9
32 157 3
32 165 10
32 170 16
33 23 3
33 24 2309
33 33 6972
33 41 187
33 51 70
33 54 17
33 68 24
33 72 4
33 97 231
33 108 619
33 109 57
33 118 66
33 136 19
33 138 11
33 140 194
33 152 99
33 157 6
33 165 5
33 170 17
34 24 199
34 33 742
34 41 36
34 51 11
34 54 1
34 68 5
34 72 1
34 97 40
34 108 79
34 109 6
34 118 6
34 136 5
34 138 2
34 140 45
34 152 16
34 165 1
36 7 2
36 23 1
36 24 328
36 33 20
36 41 9
36 51 17
36 54 4
36 68 144
36 72 1
36 108 3
36 109 21
36 118 472
36 136 26
36 138 2
36 140 32
36 152 1
36 157 1
36 165 2
36 170 37
37 23 3
37 24 882
37 33 51
37 41 26
37 51 68
37 54 106
37 68 5
37 97 19
37 108 3
37 109 34
37 118 50
37 136 51
37 140 54
37 152 7
37 157 16
37 165 12
37 170 43
38 7 3
38 23 17
38 24 3097
38 33 131
38 41 88
38 51 376
38 54 16
38 68 16
38 72 5
38 97 42
38 108 11
38 109 188
38 118 118
38 136 38
38 140 152
38 152 15
38 157 25
38 165 91
38 170 33
39 7 7
39 23 13
39 24 1306
39 33 986
39 41 38
39 51 54
39 54 52
39 68 74
39 72 2
39 97 16
39 108 9
39 109 134
39 118 367
39 136 63
39 138 1
39 140 200
39 152 4
39 157 14
39 165 1
39 170 138
40 7 2
40 24 239
40 33 203
40 41 157
40 51 26
40 54 1
40 68 4
40 97 344
40 108 69
40 109 15
40 118 8
40 136 7
40 138 2
40 140 17
40 152 2
40 165 6
41 7 3
41 24 1943
41 33 476
41 41 1391
41 51 110
41 54 12
41 68 9
41 72 2
41 97 365
41 108 25
41 109 47
41 118 53
41 136 26
41 138 5
41 140 94
41 152 18
41 157 5
41 165 6
41 170 19
42 7 1
42 24 224
42 33 97
42 41 53
42 51 6
42 54 6
42 68 1
42 72 1
42 97 304
42 108 72
42 109 3
42 118 9
42 136 16
42 140 10
42 152 3
42 165 1
42 170 6
43 24 168
43 33 27
43 41 1
43 51 7
43 54 21
43 68 20
43 97 2
43 109 47
43 118 66
43 136 43
43 138 1
43 140 14
43 152 2
43 157 3
43 170 75
44 7 3
44 24 627
44 33 59
44 41 15
44 51 62
44 54 11
44 68 12
44 97 5
44 108 2
44 109 37
44 118 38
44 136 31
44 138 4
44 140 20
44 152 3
44 157 2
44 165 5
44 170 31
45 7 2
45 23 10
45 24 3566
45 33 295
45 41 86
45 51 240
45 54 57
45 68 42
45 72 4
45 97 23
45 108 10
45 109 214
45 118 175
45 136 61
45 138 7
45 140 143
45 152 12
45 157 19
45 165 21
45 170 55
46 23 2
46 24 1247
46 33 42
46 41 40
46 51 76
46 54 162
46 68 10
46 72 3
46 97 12
46 108 4
46 109 67
46 118 62
46 136 87
46 138 6
46 140 65
46 152 4
46 157 35
46 165 16
46 170 57
47 24 377
47 33 621
47 41 10
47 51 20
47 54 5
47 68 3
47 97 59
47 108 371
47 109 6
47 118 11
47 136 6
47 138 4
47 140 31
47 152 9
47 157 3
47 170 6
48 7 1
48 23 1
48 24 505
48 33 14
48 41 4
48 51 23
48 54 20
48 68 85
48 72 1
48 97 3
48 108 2
48 109 42
48 118 203
48 136 18
48 138 3
48 140 13
48 157 1
48 170 97
49 23 2
49 24 297
49 33 107
49 41 262
49 51 36
49 54 3
49 68 3
49 72 1
49 97 146
49 108 8
49 109 9
49 118 4
49 136 1
49 138 1
49 140 10
49 170 3
50 7 1
50 24 602
50 33 54
50 41 14
50 51 43
50 54 29
50 68 19
50 72 1
50 97 5
50 108 6
50 109 97
50 118 94
50 136 64
50 138 4
50 140 43
50 152 4
50 157 3
50 165 9
50 170 106
51 7 1
51 23 7
51 24 3374
51 33 109
51 41 90
51 51 1121
51 54 28
51 68 34
51 72 2
51 97 59
51 108 17
51 109 167
51 118 113
51 136 47
51 138 13
51 140 140
51 152 13
51 157 10
51 165 68
51 170 36
52 7 5
52 23 11
52 24 1411
52 33 30
52 41 29
52 51 120
52 54 6
52 68 42
52 72 4
52 97 9
52 108 6
52 109 81
52 118 46
52 136 22
52 138 3
52 140 56
52 152 8
52 157 8
52 165 5
52 170 17
53 24 2072
53 33 160
53 41 440
53 51 209
53 54 18
53 68 21
53 72 1
53 97 110
53 108 12
53 109 38
53 118 44
53 136 9
53 138 5
53 140 82
53 152 5
53 157 4
53 165 4
53 170 6
54 7 1
54 24 2684
54 33 94
54 41 24
54 51 83
54 54 1965
54 68 35
54 72 5
54 97 15
54 108 3
54 109 117
54 118 205
54 136 1454
54 138 1
54 140 147
54 152 4
54 157 15
54 165 1
54 170 279
55 7 5
55 24 698
55 33 156
55 41 28
55 51 104
55 54 7
55 68 23
55 97 19
55 108 13
55 109 32
55 118 46
55 136 9
55 138 399
55 140 547
55 152 19
55 170 12
56 24 533
56 33 1266
56 41 73
56 51 34
56 54 1
56 68 14
56 97 135
56 108 188
56 109 19
56 118 16
56 136 24
56 138 2
56 140 47
56 152 27
56 157 1
56 165 1
56 170 7
57 23 1
57 24 258
57 33 1270
57 41 29
57 51 8
57 54 11
57 68 1
57 97 60
57 108 209
57 109 6
57 118 5
57 136 6
57 138 2
57 140 31
57 152 27
57 157 3
57 170 4
58 7 2
58 24 263
58 33 825
58 41 69
58 51 20
58 54 4
58 68 12
58 97 77
58 108 90
58 109 8
58 118 12
58 136 9
58 138 2
58 140 37
58 152 57
58 157 5
58 170 7
59 23 6
59 24 1075
59 33 84
59 41 180
59 51 301
59 54 12
59 68 6
59 72 1
59 97 85
59 108 8
59 109 44
59 118 33
59 136 4
59 138 1
59 140 46
59 152 15
59 157 1
59 165 18
59 170 6
60 24 461
60 33 128
60 41 220
60 51 85
60 68 7
60 72 2
60 97 50
60 108 2
60 109 6
60 118 20
60 136 9
60 138 7
60 140 44
60 152 15
60 170 3
61 24 238
61 33 11
61 51 7
61 54 12
61 68 12
61 109 4
61 118 111
61 136 37
61 140 11
61 157 1
61 170 115
62 7 6
62 23 1
62 24 411
62 33 95
62 41 14
62 51 47
62 54 14
62 68 57
62 72 5
62 97 13
62 108 4
62 109 26
62 118 115
62 136 18
62 138 78
62 140 1287
62 152 37
62 170 12
63 24 341
63 33 570
63 41 14
63 51 14
63 54 8
63 68 5
63 97 122
63 108 482
63 109 6
63 118 15
63 136 10
63 140 38
63 152 4
63 165 2
63 170 6
64 7 56
64 23 7
64 24 149
64 33 7
64 41 1
64 51 10
64 54 1
64 68 32
64 109 7
64 118 61
64 136 11
64 138 1
64 140 214
64 152 6
64 157 4
64 170 6
65 7 3
65 23 3
65 24 1301
65 33 200
65 41 307
65 51 370
65 54 10
65 68 90
65 72 1
65 97 91
65 108 13
65 109 32
65 118 41
65 136 18
65 138 19
65 140 207
65 152 211
65 165 6
65 170 10
66 24 182
66 33 4
66 51 8
66 54 6
66 68 132
66 109 20
66 118 212
66 136 13
66 140 14
66 170 35
67 7 106
67 23 152
67 24 739
67 33 95
67 41 6
67 51 58
67 54 6
67 68 102
67 72 1
67 97 2
67 108 2
67 109 48
67 118 333
67 136 25
67 138 2
67 140 469
67 152 13
67 157 2
67 165 5
67 170 37
68 7 6
68 23 5
68 24 1340
68 33 66
68 41 7
68 51 57
68 54 33
68 68 928
68 72 5
68 97 12
68 108 5
68 109 56
68 118 1422
68 136 85
68 138 2
68 140 103
68 152 9
68 157 8
68 165 1
68 170 171
69 24 224
69 33 7
69 41 4
69 51 10
69 54 191
69 68 5
69 97 1
69 109 13
69 118 30
69 136 293
69 140 14
69 170 40
70 23 4
70 24 409
70 33 553
70 41 135
70 51 66
70 54 9
70 68 22
70 97 25
70 108 72
70 109 20
70 118 20
70 136 9
70 138 31
70 140 128
70 152 90
70 157 2
70 165 4
70 170 8
71 7 3
71 24 575
71 33 354
71 41 349
71 51 42
71 54 7
71 68 6
71 72 2
71 97 823
71 108 117
71 109 26
71 118 32
71 136 23
71 138 1
71 140 36
71 152 12
71 157 4
71 170 10
72 7 15
72 23 54
72 24 3029
72 33 274
72 41 84
72 51 201
72 54 42
72 68 1169
72 72 3
72 97 39
72 108 14
72 109 201
72 118 218
72 136 76
72 138 42
72 140 1739
72 152 268
72 157 42
72 165 5
72 170 71
73 24 697
73 33 21
73 41 2
73 51 18
73 54 49
73 68 42
73 72 1
73 97 4
73 108 1
73 109 25
73 118 266
73 136 72
73 140 33
73 157 2
73 170 268
74 7 1
74 24 184
74 33 18
74 41 2
74 51 10
74 54 105
74 68 6
74 97 2
74 109 9
74 118 35
74 136 72
74 140 16
74 152 1
74 157 13
74 170 40
75 7 44
75 23 91
75 24 724
75 33 89
75 41 11
75 51 55
75 54 5
75 68 170
75 97 5
75 108 3
75 109 59
75 118 101
75 136 10
75 138 12
75 140 564
75 152 30
75 170 21
76 7 7
76 23 5
76 24 520
76 33 42
76 41 7
76 51 58
76 54 13
76 68 205
76 72 3
76 97 13
76 108 1
76 109 13
76 118 44
76 136 10
76 138 13
76 140 752
76 152 96
76 157 1
76 170 2
77 7 82
77 23 30
77 24 624
77 33 74
77 41 7
77 51 53
77 54 7
77 68 102
77 97 7
77 108 1
77 109 34
77 118 102
77 136 17
77 138 10
77 140 811
77 152 17
77 157 1
77 165 1
77 170 27
78 7 4
78 23 1
78 24 188
78 33 29
78 41 2
78 51 14
78 54 5
78 68 59
78 72 1
78 97 3
78 108 2
78 109 17
78 118 33
78 136 3
78 138 6
78 140 395
78 152 20
78 157 1
78 170 3
79 7 3
79 24 87
79 33 8
79 41 4
79 51 11
79 54 1
79 68 28
79 97 1
79 108 1
79 109 10
79 118 12
79 136 4
79 138 13
79 140 373
79 152 24
79 170 3
80 7 1
80 23 1
80 24 666
80 33 948
80 41 28
80 51 29
80 54 9
80 68 6
80 72 4
80 97 137
80 108 525
80 109 7
80 118 12
80 136 18
80 138 2
80 140 73
80 152 17
80 165 2
80 170 2
81 7 1
81 23 1
81 24 548
81 33 36
81 41 13
81 51 24
81 54 280
81 68 7
81 97 13
81 108 3
81 109 27
81 118 42
81 136 209
81 140 25
81 157 18
81 165 6
81 170 86
82 7 9
82 24 239
82 33 17
82 41 2
82 51 10
82 54 9
82 68 42
82 72 1
82 97 1
82 108 2
82 109 15
82 118 662
82 136 18
82 138 2
82 140 58
82 152 3
82 157 2
82 165 1
82 170 42
83 24 180
83 33 5
83 41 3
83 51 12
83 54 65
83 68 9
83 97 1
83 109 10
83 118 91
83 136 248
83 140 9
83 170 52
84 24 147
84 33 5
84 41 1
84 51 7
84 54 60
84 68 8
84 72 1
84 108 1
84 109 6
84 118 50
84 136 220
84 140 18
84 165 1
84 170 63
85 7 2
85 24 317
85 33 73
85 41 47
85 51 33
85 54 4
85 68 44
85 72 2
85 97 7
85 108 11
85 109 10
85 118 19
85 136 6
85 138 76
85 140 290
85 152 135
85 157 2
85 170 5
86 7 11
86 23 10
86 24 402
86 33 126
86 41 9
86 51 72
86 54 6
86 68 63
86 97 2
86 108 8
86 109 38
86 118 65
86 136 9
86 138 2
86 140 121
86 152 6
86 157 4
86 165 3
86 170 18
87 24 90
87 33 2
87 51 11
87 54 5
87 68 38
87 109 8
87 118 67
87 136 13
87 138 1
87 140 4
87 170 34
88 23 1
88 24 277
88 33 5
88 41 1
88 51 11
88 54 69
88 68 11
88 97 8
88 108 1
88 109 18
88 118 181
88 136 100
88 140 14
88 152 1
88 157 8
88 170 133
89 7 3
89 24 233
89 33 7
89 41 2
89 51 5
89 54 10
89 68 14
89 109 11
89 118 138
89 136 41
89 140 14
89 170 101
90 7 7
90 23 7
90 24 310
90 33 56
90 41 15
90 51 30
90 54 5
90 68 40
90 72 2
90 97 6
90 108 3
90 109 14
90 118 59
90 136 5
90 138 78
90 140 1009
90 152 32
90 165 1
90 170 12
91 7 3
91 23 1
91 24 349
91 33 12
91 41 2
91 51 7
91 54 19
91 68 112
91 72 1
91 97 1
91 108 1
91 109 29
91 118 280
91 136 47
91 140 21
91 157 3
91 170 182
92 7 3
92 23 5
92 24 673
92 33 1393
92 41 39
92 51 34
92 54 8
92 68 5
92 72 1
92 97 108
92 108 587
92 109 24
92 118 11
92 136 5
92 138 8
92 140 66
92 152 20
92 157 2
92 170 7
93 24 74
93 33 99
93 41 60
93 51 5
93 54 2
93 68 1
93 97 151
93 108 38
93 109 6
93 118 3
93 136 4
93 140 9
93 152 4
94 7 8
94 24 291
94 33 84
94 41 14
94 51 48
94 54 4
94 68 22
94 72 1
94 97 22
94 108 7
94 109 40
94 118 26
94 136 15
94 138 225
94 140 569
94 152 20
94 170 10
95 7 1
95 23 2
95 24 592
95 33 212
95 41 359
95 51 46
95 54 10
95 68 2
95 97 414
95 108 27
95 109 21
95 118 18
95 136 10
95 138 1
95 140 36
95 152 8
95 157 2
95 165 3
95 170 2
96 7 1
96 24 321
96 33 140
96 41 78
96 51 45
96 54 4
96 68 21
96 72 5
96 97 8
96 108 19
96 109 25
96 118 13
96 136 6
96 138 82
96 140 186
96 152 155
96 157 2
96 170 8
97 7 3
97 23 4
97 24 2875
97 33 1231
97 41 917
97 51 193
97 54 34
97 68 59
97 72 5
97 97 5824
97 108 376
97 109 105
97 118 109
97 136 77
97 138 18
97 140 170
97 152 52
97 157 1
97 165 6
97 170 35
98 7 40
98 23 2
98 24 281
98 33 33
98 41 1
98 51 25
98 54 7
98 68 69
98 97 4
98 108 1
98 109 24
98 118 924
98 136 18
98 140 91
98 152 3
98 157 1
98 165 1
98 170 38
99 7 5
99 23 7
99 24 2685
99 33 103
99 41 89
99 51 298
99 54 31
99 68 77
99 72 4
99 97 23
99 108 13
99 109 181
99 118 79
99 136 75
99 138 15
99 140 153
99 152 75
99 157 13
99 165 41
99 170 41
100 7 11
100 24 111
100 33 12
100 41 4
100 51 17
100 54 7
100 68 25
100 97 6
100 109 5
100 118 37
100 136 3
100 138 21
100 140 651
100 152 8
100 170 2
101 24 553
101 33 57
101 41 7
101 51 21
101 54 137
101 68 15
101 72 1
101 97 5
101 109 84
101 118 104
101 136 119
101 138 1
101 140 48
101 152 3
101 157 9
101 165 3
101 170 218
102 23 2
102 24 926
102 33 26
102 41 7
102 51 22
102 54 486
102 68 5
102 72 1
102 97 2
102 108 4
102 109 28
102 118 72
102 136 656
102 140 36
102 157 2
102 170 99
103 7 1
103 24 213
103 33 5
103 41 8
103 51 7
103 54 5
103 68 107
103 72 1
103 97 5
103 109 20
103 118 376
103 136 38
103 140 17
103 152 2
103 157 2
103 165 1
103 170 73
104 24 373
104 33 739
104 41 34
104 51 9
104 54 4
104 68 1
104 97 113
104 108 514
104 109 6
104 118 9
104 136 2
104 138 2
104 140 31
104 152 12
104 157 3
105 7 3
105 23 1
105 24 1183
105 33 27
105 41 6
105 51 34
105 54 67
105 68 66
105 72 2
105 97 8
105 108 4
105 109 35
105 118 669
105 136 197
105 140 56
105 152 3
105 157 3
105 165 3
105 170 396
106 7 1
106 23 5
106 24 1515
106 33 89
106 41 69
106 51 257
106 54 17
106 68 59
106 97 17
106 108 8
106 109 93
106 118 53
106 136 31
106 138 3
106 140 139
106 152 111
106 157 9
106 165 17
106 170 10
107 24 298
107 33 651
107 41 23
107 51 13
107 54 1
107 68 6
107 97 56
107 108 281
107 109 15
107 118 16
107 136 7
107 138 3
107 140 45
107 152 10
107 170 4
108 7 7
108 23 3
108 24 2751
108 33 2509
108 41 147
108 51 136
108 54 28
108 68 12
108 72 8
108 97 497
108 108 2295
108 109 43
108 118 77
108 136 32
108 138 6
108 140 172
108 152 45
108 157 3
108 170 33
109 7 1
109 23 4
109 24 481
109 33 112
109 41 31
109 51 74
109 54 9
109 68 59
109 72 4
109 97 18
109 108 9
109 109 93
109 118 45
109 136 13
109 138 192
109 140 1033
109 152 44
109 170 12
110 7 1
110 23 1
110 24 479
110 33 31
110 41 9
110 51 16
110 54 154
110 68 7
110 97 5
110 108 2
110 109 51
110 118 22
110 136 83
110 138 1
110 140 15
110 157 61
110 165 2
110 170 63
111 23 2
111 24 982
111 33 297
111 41 433
111 51 63
111 54 33
111 68 10
111 72 2
111 97 506
111 108 56
111 109 29
111 118 31
111 136 23
111 138 2
111 140 50
111 152 4
111 157 4
111 165 6
111 170 7
112 24 56
112 54 17
112 109 4
112 118 15
112 136 50
112 140 1
112 170 14
113 24 100
113 33 2
113 51 3
113 54 16
113 68 11
113 97 2
113 108 2
113 109 3
113 118 56
113 136 29
113 140 7
113 152 2
113 157 2
113 165 1
113 170 50
114 7 16
114 23 14
114 24 816
114 33 258
114 41 6
114 51 82
114 54 21
114 68 50
114 97 3
114 108 1
114 109 52
114 118 604
114 136 29
114 140 111
114 152 4
114 157 4
114 165 1
114 170 149
115 24 133
115 33 8
115 41 2
115 51 7
115 54 127
115 68 7
115 97 5
115 109 3
115 118 9
115 136 114
115 140 15
115 170 39
116 24 585
116 33 34
116 41 6
116 51 19
116 54 350
116 68 16
116 72 2
116 97 5
116 108 2
116 109 23
116 118 100
116 136 452
116 140 45
116 157 2
116 170 309
117 7 3
117 23 1
117 24 634
117 33 37
117 41 118
117 51 129
117 54 17
117 68 7
117 72 1
117 97 23
117 108 6
117 109 28
117 118 18
117 136 13
117 140 24
117 152 5
117 157 5
117 165 4
117 170 11
118 7 30
118 23 8
118 24 1602
118 33 75
118 41 19
118 51 62
118 54 30
118 68 253
118 72 3
118 97 11
118 108 7
118 109 85
118 118 5807
118 136 74
118 138 4
118 140 253
118 152 8
118 157 3
118 165 6
118 170 130
119 7 4
119 23 2
119 24 73
119 33 5
119 41 3
119 51 4
119 54 4
119 68 24
119 109 2
119 118 316
119 136 15
119 140 10
119 170 11
120 24 264
120 33 65
120 41 181
120 51 25
120 54 1
120 68 3
120 97 45
120 108 3
120 118 5
120 136 10
120 140 20
120 152 2
120 170 9
121 7 4
121 23 7
121 24 3002
121 33 95
121 41 45
121 51 212
121 54 23
121 68 29
121 72 4
121 97 14
121 108 6
121 109 119
121 118 112
121 136 63
121 138 2
121 140 119
121 152 3
121 157 25
121 165 46
121 170 26
122 24 93
122 33 195
122 41 40
122 51 10
122 72 2
122 97 55
122 108 25
122 109 6
122 118 2
122 136 1
122 140 7
122 152 4
122 170 2
123 7 3
123 23 1
123 24 360
123 33 1102
123 41 60
123 51 25
123 54 8
123 68 19
123 97 68
123 108 191
123 109 16
123 118 10
123 136 4
123 138 33
123 140 71
123 152 109
123 170 7
124 7 30
124 23 39
124 24 4025
124 33 203
124 41 84
124 51 317
124 54 36
124 68 62
124 72 3
124 97 39
124 108 20
124 109 235
124 118 160
124 136 85
124 138 19
124 140 208
124 152 22
124 157 34
124 165 40
124 170 48
125 7 1
125 23 1
125 24 499
125 33 16
125 41 32
125 51 76
125 54 11
125 68 6
125 72 1
125 97 11
125 108 1
125 109 34
125 118 22
125 136 14
125 138 1
125 140 30
125 152 1
125 165 41
125 170 7
126 7 1
126 23 2
126 24 1441
126 33 114
126 41 407
126 51 140
126 54 19
126 68 11
126 72 1
126 97 73
126 108 18
126 109 90
126 118 38
126 136 18
126 138 3
126 140 58
126 152 17
126 157 8
126 165 13
126 170 16
127 7 8
127 24 326
127 33 74
127 41 6
127 51 26
127 54 22
127 68 26
127 72 1
127 97 1
127 108 5
127 109 61
127 118 123
127 136 20
127 138 4
127 140 38
127 152 2
127 157 3
127 170 96
128 7 2
128 24 150
128 33 122
128 41 7
128 51 18
128 54 3
128 68 17
128 108 7
128 109 12
128 118 12
128 136 4
128 138 169
128 140 221
128 152 21
129 24 517
129 33 247
129 41 85
129 51 25
129 54 3
129 68 2
129 72 1
129 97 357
129 108 122
129 109 28
129 118 5
129 136 8
129 140 14
129 157 2
129 170 7
130 23 5
130 24 459
130 33 12
130 41 5
130 51 9
130 54 184
130 68 11
130 97 2
130 109 17
130 118 94
130 136 611
130 140 12
130 157 2
130 170 134
131 7 3
131 24 78
131 33 5
131 41 3
131 51 3
131 54 2
131 68 35
131 97 2
131 109 7
131 118 212
131 136 8
131 140 9
131 157 1
131 165 2
131 170 12
132 24 383
132 33 151
132 41 87
132 51 14
132 54 4
132 68 1
132 97 345
132 108 109
132 109 23
132 118 5
132 136 5
132 138 1
132 140 5
132 152 2
132 170 1
133 7 1
133 24 35
133 33 7
133 51 3
133 54 1
133 68 21
133 97 1
133 109 4
133 118 176
133 136 6
133 140 17
133 170 13
134 7 3
134 23 6
134 24 193
134 33 8
134 41 3
134 51 6
134 54 5
134 68 48
134 97 2
134 108 1
134 109 21
134 118 668
134 136 13
134 138 2
134 140 37
134 152 3
134 157 1
134 165 1
134 170 26
135 7 1
135 23 1
135 24 660
135 33 33
135 41 2
135 51 35
135 54 29
135 68 49
135 97 15
135 108 1
135 109 96
135 118 214
135 136 41
135 140 34
135 152 4
135 165 2
135 170 154
136 7 1
136 23 4
136 24 1110
136 33 43
136 41 10
136 51 46
136 54 313
136 68 8
136 72 2
136 97 6
136 108 2
136 109 41
136 118 176
136 136 1359
136 140 72
136 152 2
136 157 1
136 165 1
136 170 121
137 24 184
137 33 11
137 51 12
137 54 46
137 68 10
137 97 2
137 109 4
137 118 60
137 136 94
137 140 14
137 157 1
137 170 119
138 7 1
138 23 5
138 24 513
138 33 137
138 41 43
138 51 82
138 54 16
138 68 52
138 97 24
138 108 14
138 109 52
138 118 37
138 136 33
138 138 334
138 140 437
138 152 101
138 157 7
138 165 2
138 170 12
139 23 1
139 24 404
139 33 20
139 41 81
139 51 56
139 54 8
139 68 7
139 97 16
139 108 2
139 109 23
139 118 21
139 136 4
139 140 19
