"from" "to" "weight"
27 170 1
29 23 1
29 24 156
29 33 9
29 39 1
29 41 2
29 51 7
29 54 6
29 72 32
29 97 5
29 118 19
29 136 1
29 140 254
29 142 4
29 170 3
30 24 358
30 33 7
30 41 1
30 51 12
30 54 341
30 118 19
30 136 52
30 140 18
30 157 2
30 165 6
30 170 18
31 24 143
31 33 3
31 39 5
31 41 9
31 51 60
31 54 12
31 97 3
31 108 1
31 118 143
31 129 4
31 136 5
31 140 5
31 142 1
31 157 1
31 170 35
32 7 2
32 23 8
32 24 863
32 33 26
32 39 8
32 41 39
32 51 54
32 54 22
32 72 106
32 97 10
32 108 2
32 118 48
32 136 8
32 140 130
32 142 10
32 157 2
32 170 19
33 24 2992
33 33 5986
33 39 7
33 41 114
33 51 55
33 54 53
33 72 10
33 97 157
33 108 180
33 118 154
33 129 9
33 136 14
33 140 261
33 142 7
33 157 9
33 165 1
33 170 19
34 24 97
34 33 286
34 41 8
34 51 1
34 54 3
34 72 1
34 97 7
34 108 23
34 118 8
34 129 1
34 140 7
34 142 1
34 170 1
35 24 89
35 33 3
35 51 22
35 54 37
35 118 17
35 136 9
35 140 2
35 170 47
36 7 1
36 24 262
36 33 11
36 39 4
36 41 3
36 51 133
36 54 17
36 72 5
36 97 4
36 118 354
36 136 2
36 140 25
36 142 3
36 165 1
36 170 16
38 23 2
38 24 3970
38 33 168
38 39 6
38 41 58
38 51 179
38 54 59
38 72 21
38 97 29
38 108 15
38 118 210
38 136 10
38 140 178
38 142 41
38 157 5
38 165 51
38 170 22
39 7 1
39 23 2
39 24 1334
39 33 39
39 39 500
39 41 37
39 51 106
39 54 85
39 72 33
39 97 24
39 108 5
39 118 336
39 136 18
39 140 127
39 142 19
39 157 8
39 165 4
39 170 68
40 24 177
40 33 95
40 39 1
40 41 64
40 51 26
40 54 7
40 72 2
40 97 306
40 108 15
40 118 5
40 129 9
40 136 2
40 140 8
40 142 3
40 165 2
40 170 1
41 7 1
41 24 1782
41 33 514
41 39 1
41 41 908
41 51 105
41 54 34
41 72 7
41 97 268
41 108 18
41 118 81
41 129 14
41 136 2
41 140 67
41 142 7
41 165 1
41 170 7
42 24 94
42 33 59
42 41 22
42 51 8
42 54 4
42 72 1
42 97 165
42 108 8
42 118 1
42 129 17
42 136 1
42 140 3
42 170 3
43 24 176
43 33 6
43 39 7
43 51 43
43 54 22
43 72 2
43 118 29
43 140 16
43 142 6
43 170 53
44 24 790
44 33 16
44 39 42
44 41 7
44 51 24
44 54 25
44 72 3
44 108 4
44 118 59
44 136 2
44 140 31
44 142 10
44 157 1
44 165 2
44 170 7
45 7 4
45 23 17
45 24 5493
45 33 154
45 39 72
45 41 80
45 51 206
45 54 117
45 72 35
45 97 30
45 108 14
45 118 354
45 129 5
45 136 12
45 140 272
45 142 71
45 157 30
45 165 23
45 170 47
46 7 1
46 23 4
46 24 2227
46 33 100
46 39 20
46 41 47
46 51 94
46 54 253
46 72 14
46 97 31
46 108 6
46 118 158
46 129 4
46 136 21
46 140 168
46 142 25
46 157 25
46 165 15
46 170 40
47 24 333
47 33 594
47 39 2
47 41 11
47 51 11
47 54 6
47 72 3
47 97 26
47 108 226
47 118 18
47 129 3
47 136 3
47 140 22
47 142 7
47 157 1
47 165 1
47 170 3
48 24 514
48 33 13
48 39 8
48 41 2
48 51 111
48 54 29
48 97 11
48 108 3
48 118 200
48 129 4
48 136 5
48 140 29
48 142 13
48 157 2
48 165 1
48 170 60
49 24 270
49 33 138
49 41 187
49 51 42
49 54 4
49 72 4
49 97 64
49 108 2
49 118 20
49 140 25
49 142 2
49 165 3
50 23 4
50 24 1140
50 33 40
50 39 24
50 41 13
50 51 68
50 54 91
50 72 5
50 97 4
50 108 3
50 118 118
50 136 2
50 140 53
50 142 30
50 157 8
50 165 1
50 170 67
51 23 4
51 24 6234
51 33 273
51 39 16
51 41 225
51 51 754
51 54 125
51 72 55
51 97 53
51 108 32
51 118 298
51 129 7
51 136 33
51 140 341
51 142 59
51 157 11
51 165 68
51 170 38
52 24 1325
52 33 42
52 39 11
52 41 13
52 51 35
52 54 17
52 72 20
52 97 12
52 108 4
52 118 62
52 129 3
52 136 5
52 140 80
52 142 16
52 157 8
52 165 9
52 170 5
53 23 5
53 24 1392
53 33 173
53 39 10
53 41 304
53 51 392
53 54 24
53 72 17
53 97 74
53 108 8
53 118 41
53 129 6
53 136 10
53 140 57
53 142 3
53 165 6
53 170 13
54 23 2
54 24 3646
54 33 111
54 39 12
54 41 27
54 51 92
54 54 2632
54 72 2
54 97 19
54 108 2
54 118 441
54 129 4
54 136 207
54 140 200
54 142 21
54 157 10
54 165 2
54 170 155
55 7 1
55 24 577
55 33 144
55 39 1
55 41 12
55 51 28
55 54 22
55 72 22
55 97 8
55 108 6
55 118 43
55 136 9
55 140 570
55 142 10
55 165 1
55 170 1
56 24 467
56 33 1282
56 41 40
56 51 22
56 54 23
56 72 7
56 97 144
56 108 92
56 118 27
56 129 6
56 136 1
56 140 46
56 142 4
56 170 4
57 24 247
57 33 829
57 39 4
57 41 17
57 51 12
57 54 8
57 72 3
57 97 20
57 108 67
57 118 16
57 136 4
57 140 17
57 142 2
57 170 2
58 24 348
58 33 904
58 39 2
58 41 24
58 51 16
58 54 11
58 72 4
58 97 36
58 108 46
58 118 21
58 129 1
58 136 5
58 140 36
58 142 7
58 170 4
59 23 3
59 24 982
59 33 60
59 39 4
59 41 245
59 51 312
59 54 29
59 72 8
59 97 30
59 108 5
59 118 30
59 136 2
59 140 54
59 142 9
59 157 2
59 165 7
59 170 9
60 23 2
60 24 271
60 33 106
60 39 2
60 41 146
60 51 59
60 54 4
60 72 2
60 97 28
60 108 1
60 118 6
60 129 2
60 140 12
60 170 1
62 23 2
62 24 457
62 33 59
62 39 12
62 41 12
62 51 60
62 54 20
62 72 38
62 97 4
62 118 109
62 129 1
62 136 6
62 140 976
62 142 6
62 170 4
63 24 91
63 33 208
63 39 1
63 41 7
63 51 4
63 54 1
63 72 2
63 97 24
63 108 169
63 118 4
63 129 4
63 140 4
63 142 1
63 157 1
63 170 1
64 7 10
64 23 1
64 24 122
64 33 7
64 39 1
64 51 10
64 54 14
64 72 4
64 108 1
64 118 39
64 136 2
64 140 100
64 142 2
64 170 1
65 23 1
65 24 1349
65 33 219
65 39 6
65 41 322
65 51 210
65 54 23
65 72 61
65 97 56
65 108 3
65 118 38
65 129 2
65 136 3
65 140 150
65 142 6
65 157 7
65 165 3
65 170 11
67 7 28
67 23 4
67 24 632
67 33 15
67 39 55
67 41 3
67 51 79
67 54 20
67 72 70
67 97 2
67 118 203
67 129 2
67 140 227
67 142 6
67 157 1
67 170 16
68 23 2
68 24 1506
68 33 35
68 39 17
68 41 25
68 51 607
68 54 93
68 72 10
68 97 12
68 108 1
68 118 1186
68 136 31
68 140 109
68 142 9
68 165 2
68 170 83
69 24 160
69 33 6
69 41 1
69 51 4
69 54 131
69 118 37
69 136 35
69 140 13
69 170 9
70 24 407
70 33 397
70 39 4
70 41 66
70 51 31
70 54 14
70 72 15
70 97 9
70 108 16
70 118 7
70 129 2
70 140 60
70 142 5
70 170 5
71 23 3
71 24 517
71 33 234
71 39 3
71 41 207
71 51 26
71 54 7
71 72 1
71 97 683
71 108 34
71 118 30
71 129 15
71 136 3
71 140 23
71 142 8
71 170 6
72 7 5
72 23 40
72 24 3393
72 33 245
72 39 32
72 41 70
72 51 131
72 54 69
72 72 1112
72 97 29
72 108 24
72 118 286
72 136 32
72 140 1443
72 142 25
72 157 2
72 165 1
72 170 30
73 7 1
73 23 3
73 24 984
73 33 16
73 39 3
73 41 6
73 51 86
73 54 146
73 72 1
73 97 4
73 108 2
73 118 248
73 136 20
73 140 41
73 142 11
73 157 1
73 165 5
73 170 159
74 24 189
74 33 2
74 39 2
74 41 2
74 51 16
74 54 155
74 97 1
74 118 38
74 136 19
74 140 8
74 142 3
74 157 6
74 170 22
75 7 19
75 23 6
75 24 628
75 33 25
75 39 14
75 41 9
75 51 70
75 54 10
75 72 180
75 97 4
75 118 95
75 136 4
75 140 346
75 142 9
75 170 13
76 7 2
76 23 4
76 24 526
76 33 24
76 39 10
76 41 6
76 51 25
76 54 9
76 72 120
76 97 5
76 108 2
76 118 67
76 136 4
76 140 520
76 142 1
76 170 6
77 7 14
77 24 433
77 33 21
77 39 6
77 41 9
77 51 49
77 54 13
77 72 38
77 97 7
77 108 1
77 118 110
77 136 5
77 140 500
77 142 3
77 165 1
77 170 14
78 7 1
78 23 1
78 24 124
78 33 7
78 39 3
78 41 4
78 51 8
78 54 9
78 72 46
78 97 1
78 118 30
78 129 5
78 136 2
78 140 246
78 142 1
78 157 1
79 24 81
79 33 18
79 39 1
79 41 6
79 51 4
79 54 2
79 72 22
79 97 1
79 118 25
79 129 1
79 136 4
79 140 279
79 170 5
80 24 685
80 33 1006
80 41 11
80 51 15
80 54 14
80 97 48
80 108 284
80 118 18
80 129 19
80 140 30
80 142 1
80 157 1
81 24 572
81 33 14
81 39 3
81 41 14
81 51 25
81 54 398
81 72 2
81 97 1
81 108 2
81 118 37
81 136 31
81 140 34
81 142 8
81 157 8
81 165 1
81 170 20
82 7 1
82 23 1
82 24 147
82 33 14
82 39 6
82 41 2
82 51 37
82 54 11
82 72 2
82 97 2
82 118 436
82 129 2
82 140 31
82 142 1
82 170 11
83 24 345
83 33 7
83 41 1
83 51 15
83 54 132
83 72 1
83 97 2
83 118 78
83 136 33
83 140 9
83 142 4
83 170 54
84 7 2
84 24 418
84 33 13
84 41 2
84 51 8
84 54 157
84 72 2
84 97 2
84 108 6
84 118 91
84 129 1
84 136 55
84 140 25
84 142 3
84 165 1
84 170 64
85 23 4
85 24 251
85 33 93
85 39 1
85 41 24
85 51 30
85 54 7
85 72 38
85 97 4
85 108 4
85 118 23
85 136 4
85 140 223
85 142 4
85 157 1
85 170 2
86 7 7
86 23 6
86 24 339
86 33 7
86 39 68
86 41 9
86 51 39
86 54 14
86 72 68
86 97 2
86 118 53
86 136 6
86 140 78
86 142 4
86 157 1
86 170 7
88 24 271
88 33 1
88 51 20
88 54 24
88 72 2
88 97 10
88 118 100
88 129 1
88 136 17
88 140 7
88 142 2
88 157 1
88 165 1
88 170 85
89 7 1
89 24 169
89 33 2
89 39 2
89 41 1
89 51 39
89 54 3
89 72 1
89 97 4
89 118 64
89 136 8
89 140 7
89 142 1
89 170 38
90 7 1
90 24 240
90 33 35
90 41 1
90 51 39
90 54 13
90 72 21
90 97 3
90 108 1
90 118 52
90 136 1
90 140 691
90 142 5
90 170 2
91 24 307
91 33 6
91 39 5
91 41 6
91 51 125
91 54 38
91 72 1
91 97 3
91 118 175
91 136 5
91 140 14
91 142 2
91 165 1
91 170 48
92 24 360
92 33 804
92 39 1
92 41 5
92 51 11
92 54 6
92 72 7
92 97 44
92 108 235
92 118 17
92 136 5
92 140 34
92 142 6
92 165 1
92 170 4
93 24 49
93 33 67
93 41 32
93 51 2
93 97 115
93 108 9
93 118 1
93 140 6
94 24 234
94 33 62
94 39 1
94 41 4
94 51 30
94 54 1
94 72 6
94 97 3
94 108 2
94 118 31
94 140 420
94 142 13
94 165 1
94 170 1
95 24 451
95 33 150
95 41 229
95 51 55
95 54 3
95 72 4
95 97 230
95 108 18
95 118 14
95 129 2
95 136 1
95 140 17
95 142 6
95 157 2
95 170 5
96 24 297
96 33 164
96 41 41
96 51 47
96 54 4
96 72 12
96 97 11
96 108 11
96 118 8
96 136 1
96 140 147
96 170 2
97 23 5
97 24 2813
97 33 1036
97 39 10
97 41 572
97 51 145
97 54 70
97 72 15
97 97 3680
97 108 132
97 118 136
97 129 69
97 136 28
97 140 180
97 142 9
97 157 2
97 165 2
97 170 20
98 7 31
98 24 214
98 33 9
98 39 1
98 41 1
98 51 91
98 54 24
98 72 5
98 97 1
98 108 3
98 118 628
98 140 92
98 142 1
98 165 1
98 170 13
99 23 6
99 24 3541
99 33 163
99 39 17
99 41 117
99 51 170
99 54 66
99 72 77
99 97 24
99 108 14
99 118 194
99 129 2
99 136 9
99 140 244
99 142 38
99 157 18
99 165 31
99 170 25
100 7 2
100 24 175
100 33 10
100 51 8
100 54 15
100 72 19
100 97 3
100 108 1
100 118 37
100 129 2
100 140 458
100 142 4
100 170 8
101 23 1
101 24 527
101 33 15
101 39 31
101 41 13
101 51 36
101 54 210
101 72 5
101 97 3
101 118 134
101 129 1
101 136 19
101 140 35
101 142 21
101 157 13
101 165 2
101 170 118
102 7 1
102 24 896
102 33 32
102 39 4
102 41 8
102 51 33
102 54 791
102 72 2
102 97 16
102 118 164
102 136 78
102 140 65
102 142 8
102 157 3
102 170 61
103 24 170
103 33 4
103 41 1
103 51 104
103 54 17
103 72 2
103 97 1
103 118 251
103 129 2
103 136 1
103 140 17
103 157 4
103 170 33
104 24 191
104 33 345
104 41 6
104 51 2
104 54 3
104 72 1
104 97 37
104 108 159
104 118 16
104 129 2
104 140 18
104 170 4
105 23 1
105 24 1192
105 33 14
105 39 7
105 41 3
105 51 134
105 54 111
105 72 1
105 97 8
105 108 2
105 118 474
105 136 24
105 140 45
105 142 10
105 170 184
106 7 1
106 23 5
106 24 1358
106 33 81
106 39 4
106 41 135
106 51 127
106 54 31
106 72 43
106 97 16
106 108 4
106 118 66
106 136 6
106 140 111
106 142 23
106 157 8
106 165 5
106 170 3
107 24 182
107 33 481
107 39 1
107 41 7
107 51 6
107 54 3
107 97 17
107 108 152
107 118 10
107 129 2
107 136 1
107 140 11
107 142 2
107 165 1
108 24 2420
108 33 2371
108 39 8
108 41 70
108 51 80
108 54 38
108 97 169
108 108 1066
108 118 107
108 129 27
108 136 22
108 140 116
108 142 13
108 157 3
108 165 4
108 170 22
109 24 333
109 33 73
109 39 7
109 41 13
109 51 29
109 54 33
109 72 36
109 97 13
109 108 2
109 118 53
109 129 4
109 140 639
109 142 30
109 157 1
109 165 1
109 170 3
110 23 1
110 24 418
110 33 10
110 39 4
110 41 1
110 51 9
110 54 158
110 97 1
110 118 23
110 136 17
110 140 21
110 142 4
110 157 33
110 165 1
110 170 12
111 23 1
111 24 334
111 33 133
111 41 255
111 51 26
111 54 15
111 72 1
111 97 332
111 108 23
111 118 15
111 129 8
111 136 3
111 140 30
111 142 4
111 157 1
111 170 4
114 7 1
114 24 725
114 33 11
114 39 171
114 41 3
114 51 31
114 54 13
114 72 23
114 97 6
114 108 2
114 118 352
114 136 4
114 140 66
114 142 3
114 157 1
114 165 1
114 170 46
115 24 156
115 33 6
115 39 1
115 41 2
115 51 12
115 54 133
115 72 3
115 108 4
115 118 12
115 129 1
115 136 8
115 140 4
115 170 10
116 23 3
116 24 619
116 33 21
116 39 4
116 41 4
116 51 45
116 54 486
116 72 4
116 97 4
116 118 104
116 129 3
116 136 46
116 140 41
116 142 8
116 157 6
116 165 1
116 170 153
117 24 540
117 33 45
117 39 2
117 41 104
117 51 80
117 54 3
117 72 4
117 97 27
117 108 1
117 118 13
117 136 1
117 140 24
117 142 1
117 165 16
117 170 1
118 7 9
118 24 409
118 33 9
118 39 5
118 41 2
118 51 53
118 54 30
118 72 6
118 97 1
118 118 937
118 136 8
118 140 51
118 142 2
118 165 2
118 170 10
119 7 2
119 24 81
119 39 4
119 41 1
119 51 25
119 54 9
119 118 173
119 136 2
119 140 20
119 165 1
119 170 1
120 24 170
120 33 50
120 39 1
120 41 126
120 51 22
120 54 4
120 72 2
120 97 41
120 108 2
120 118 9
120 129 2
120 140 13
120 142 1
120 165 1
120 170 2
121 23 1
121 24 2952
121 33 78
121 39 5
121 41 34
121 51 89
121 54 55
121 72 14
121 97 10
121 108 1
121 118 158
121 129 2
121 136 24
121 140 166
121 142 26
121 157 8
121 165 6
121 170 7
123 7 1
123 24 203
123 33 564
123 39 1
123 41 12
123 51 28
123 54 9
123 72 7
123 97 25
123 108 47
123 118 20
123 136 4
123 140 22
123 165 4
123 170 9
124 7 12
124 23 22
124 24 5482
124 33 193
124 39 159
124 41 80
124 51 215
124 54 119
124 72 74
124 97 43
124 108 21
124 118 333
124 136 32
124 140 297
124 142 59
124 157 38
124 165 28
124 170 50
125 7 1
125 23 1
125 24 517
125 33 22
125 39 10
125 41 29
125 51 44
125 54 15
125 72 13
125 97 4
125 118 19
125 136 6
125 140 21
125 142 8
125 157 2
125 165 27
125 170 7
126 24 1013
126 33 94
126 39 6
126 41 227
126 51 66
126 54 48
126 72 8
126 97 68
126 108 8
126 118 49
126 129 3
126 136 1
126 140 49
126 142 6
126 157 2
126 165 8
126 170 11
127 7 4
127 24 279
127 33 9
127 39 47
127 41 1
127 51 47
127 54 24
127 72 6
127 97 3
127 118 141
127 136 8
127 140 29
127 142 8
127 170 37
128 24 113
128 33 124
128 39 3
128 41 12
128 51 10
128 54 5
128 72 4
128 97 13
128 108 3
128 118 15
128 140 230
128 170 4
129 23 2
129 24 288
129 33 195
129 39 1
129 41 37
129 51 11
129 54 11
129 72 3
129 97 99
129 108 42
129 118 6
129 129 122
129 140 7
129 142 1
129 157 1
130 24 454
130 33 8
130 39 3
130 41 1
130 51 20
130 54 257
130 72 1
130 97 8
130 108 2
130 118 83
130 136 83
130 140 19
130 142 1
130 165 1
130 170 75
131 7 15
131 23 1
131 24 1737
131 33 45
131 39 6
131 41 17
131 51 146
131 54 81
131 72 5
131 97 14
131 108 6
131 118 3543
131 129 1
131 136 21
131 140 251
131 142 15
131 157 2
131 165 1
131 170 29
132 23 1
132 24 238
132 33 162
132 41 21
132 51 12
132 54 3
132 97 124
132 108 32
132 118 10
132 129 61
132 136 4
132 140 13
132 142 1
132 157 2
132 170 1
133 24 35
133 33 2
133 39 3
133 51 19
133 54 1
133 72 3
133 118 123
133 136 2
133 140 2
133 170 6
134 7 13
134 23 1
134 24 227
134 33 5
134 39 1
134 41 1
134 51 50
134 54 9
134 72 2
134 97 2
134 118 529
134 136 2
134 140 32
134 142 2
134 170 7
135 23 1
135 24 1134
135 33 38
135 39 28
135 41 8
135 51 105
135 54 54
135 72 11
135 97 2
135 108 1
135 118 281
135 136 10
135 140 60
135 142 15
135 157 3
135 165 1
135 170 185
136 7 1
136 24 1604
136 33 49
136 39 10
136 41 13
136 51 22
136 54 531
136 72 11
136 97 3
136 108 2
136 118 233
136 129 2
136 136 425
136 140 82
136 142 9
136 157 1
136 165 3
136 170 47
137 24 169
137 33 2
137 41 6
137 51 17
137 54 48
137 72 2
137 108 1
137 118 33
137 136 17
137 140 3
137 142 1
137 170 51
138 24 489
138 33 143
138 39 2
138 41 19
138 51 80
138 54 20
138 72 29
138 97 7
138 108 7
138 118 27
138 136 2
138 140 423
138 142 4
139 24 207
139 33 32
139 39 3
139 41 34
139 51 22
139 54 20
139 72 2
139 97 6
139 118 25
139 140 17
139 142 4
139 165 3
140 7 10
140 23 3
140 24 2545
140 33 181
140 39 9
140 41 33
140 51 95
140 54 95
140 72 83
140 97 38
140 108 10
140 118 554
140 129 1
140 136 10
140 140 5026
140 142 27
140 165 2
140 170 23
141 7 1
141 24 183
141 33 192
141 41 8
141 51 7
141 54 5
141 72 16
141 97 4
141 108 4
141 118 6
141 136 3
141 140 151
141 142 1
141 165 1
141 170 2
142 7 1
142 23 1
142 24 3821
142 33 103
142 39 94
142 41 33
142 51 208
142 54 410
142 72 20
142 97 42
142 108 14
142 118 684
142 129 1
142 136 45
142 140 276
142 142 132
142 157 18
142 165 7
142 170 454
143 7 14
143 23 1
143 24 1070
143 33 28
143 39 81
143 41 4
143 51 92
143 54 42
143 72 42
143 97 4
143 118 827
143 136 10
143 140 193
143 142 3
143 157 5
143 170 30
144 23 2
144 24 4519
144 33 162
144 39 11
144 41 62
144 51 191
144 54 111
144 72 25
144 97 36
144 108 11
144 118 239
144 129 2
144 136 30
144 140 256
144 142 46
144 157 11
144 165 37
144 170 35
145 7 6
145 23 3
145 24 346
145 33 42
145 41 13
145 51 32
145 54 19
145 72 60
145 97 4
145 118 51
145 136 3
145 140 442
145 142 9
145 157 1
145 170 10
146 24 230
146 33 1
146 51 8
146 54 78
146 97 1
146 118 31
146 136 19
146 140 9
146 157 1
146 170 32
147 7 4
147 24 61
147 33 2
147 51 18
147 54 4
147 108 1
147 118 155
147 136 2
147 140 12
147 170 4
148 24 323
148 33 206
148 39 6
148 41 57
148 51 35
148 54 4
148 97 219
148 108 62
148 118 17
148 129 63
148 136 2
148 140 16
148 142 1
148 170 5
149 24 105
149 33 4
149 39 1
149 51 45
149 54 3
149 72 2
149 108 1
149 118 254
149 136 2
149 140 14
149 170 5
150 24 107
150 33 33
150 39 2
150 41 23
150 51 1
150 54 6
150 97 152
150 108 11
150 118 7
150 129 2
150 136 2
150 140 5
150 170 2
151 24 594
151 33 36
151 41 25
151 51 49
151 54 23
151 72 3
151 97 5
151 108 2
151 118 42
151 136 2
151 140 46
151 142 16
151 157 2
151 165 34
151 170 9
152 7 1
152 23 4
152 24 2332
152 33 814
152 39 5
152 41 246
152 51 99
152 54 61
152 72 161
152 97 61
152 108 58
152 118 94
152 129 4
152 136 8
152 140 550
152 142 16
152 157 8
152 165 7
152 170 19
153 23 1
153 24 2137
153 33 39
153 39 6
153 41 7
153 51 43
153 54 724
153 72 7
153 97 9
153 108 2
153 118 380
153 136 196
153 140 108
153 142 15
153 157 2
153 165 1
153 170 193
154 23 2
154 24 70
154 33 1
154 39 2
154 51 38
154 54 2
154 118 49
154 136 1
154 140 6
154 142 2
154 170 21
155 7 4
155 23 1
155 24 239
155 33 12
155 39 12
155 41 2
155 51 84
155 54 15
155 72 5
155 118 254
155 136 2
155 140 27
155 142 10
155 157 1
155 170 27
156 7 1
156 23 1
156 24 411
156 33 11
156 39 1
156 41 1
156 51 54
156 54 107
156 72 1
156 97 2
156 118 93
156 136 36
156 140 14
156 142 5
156 157 1
156 165 2
156 170 170
157 7 1
157 24 1776
157 33 48
157 39 25
157 41 32
157 51 68
157 54 574
157 72 12
157 97 16
157 108 1
157 118 173
157 129 1
157 136 53
157 140 99
157 142 21
157 157 150
157 165 8
157 170 70
158 23 1
158 24 971
158 33 33
158 39 5
158 41 17
158 51 72
158 54 246
158 72 2
158 97 5
158 118 77
158 136 31
158 140 51
158 142 4
158 157 15
158 165 1
158 170 23
159 24 134
159 33 3
159 41 1
159 51 7
159 54 193
159 72 1
159 108 7
159 118 17
159 136 18
159 140 6
159 142 1
159 170 8
160 24 220
160 33 257
160 39 5
160 41 103
160 51 17
160 54 6
160 72 6
160 97 29
160 108 14
160 118 9
160 136 1
160 140 36
160 170 1
161 24 300
161 33 264
161 39 1
161 41 30
161 51 9
161 54 10
161 72 2
161 97 281
161 108 28
161 118 16
161 129 5
161 136 2
161 140 11
161 142 2
161 157 1
161 170 9
162 24 109
162 33 230
162 41 7
162 51 14
162 54 2
162 72 2
162 97 30
162 108 80
162 118 12
162 129 1
162 140 6
162 142 2
162 165 1
162 170 2
163 24 98
163 33 98
163 41 10
163 51 14
163 54 1
163 72 1
163 97 57
163 108 35
163 118 4
163 129 19
163 140 6
163 142 2
163 170 1
164 23 1
164 24 345
164 33 203
164 39 1
164 41 61
164 51 28
164 54 7
164 72 36
164 97 10
164 108 9
164 118 28
164 136 2
164 140 133
164 142 7
164 165 1
164 170 4
165 23 2
165 24 2302
165 33 89
165 39 10
165 41 77
165 51 172
165 54 36
165 72 18
165 97 26
165 108 6
165 118 116
165 136 10
165 140 98
165 142 28
165 157 9
165 165 61
165 170 15
166 24 403
166 33 6
166 39 12
166 41 4
166 51 25
166 54 69
166 72 2
166 97 3
166 108 1
166 118 71
166 136 6
166 140 13
166 142 7
166 157 4
166 165 3
166 170 237
167 24 250
167 33 428
167 39 2
167 41 7
167 51 9
167 54 5
167 97 35
167 108 156
167 118 5
167 129 6
167 136 1
167 140 15
167 142 2
167 157 1
167 170 3
168 24 127
168 33 1
168 41 1
168 51 8
168 54 60
168 118 28
168 136 20
168 140 6
168 170 28
170 24 1634
170 33 49
170 39 14
170 41 11
170 51 80
170 54 255
170 72 3
170 97 4
170 108 4
170 118 267
170 129 2
