"channel","scenario","scenario_label","effect_label","effect","replicate","seed","known_role_instability","family","scale","score","null_threshold_95","null_median","null_mad","detected"
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,114,20862931,0,"structural roles","label-invariant partition",0.883517081978586,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,110,20862927,0,"structural roles","label-invariant partition",0.998583736343172,0.991691287431846,0.94573268599011,0.0218816600202011,TRUE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,133,20762950,0,"structural roles","label-invariant partition",0.986218902468228,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,111,20862928,0,"structural roles","label-invariant partition",0.952750910298607,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,157,20762974,0,"structural roles","label-invariant partition",0.899045894310093,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,109,20862926,0,"structural roles","label-invariant partition",0.954751925427485,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,112,20862929,0,"structural roles","label-invariant partition",0.971044938228248,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,128,20762945,0,"structural roles","label-invariant partition",0.877207179156844,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,162,20762979,0,"structural roles","label-invariant partition",0.873563342755515,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,107,20862924,0,"structural roles","label-invariant partition",0.872602699868854,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,117,20862934,0,"structural roles","label-invariant partition",0.914512307962286,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,140,20762957,0,"structural roles","label-invariant partition",0.888539065305925,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,115,20862932,0,"structural roles","label-invariant partition",0.981723193453488,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,108,20862925,0,"structural roles","label-invariant partition",0.985283408863987,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,159,20762976,0,"structural roles","label-invariant partition",0.895531342491822,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,141,20762958,0,"structural roles","label-invariant partition",0.924144143090268,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,134,20762951,0,"structural roles","label-invariant partition",0.969665021924815,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,138,20762955,0,"structural roles","label-invariant partition",0.918686040845258,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,131,20762948,0,"structural roles","label-invariant partition",0.965661766598872,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,113,20862930,0,"structural roles","label-invariant partition",0.904795107218924,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,158,20762975,0,"structural roles","label-invariant partition",0.908264861661147,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,139,20762956,0,"structural roles","label-invariant partition",0.897019292977365,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,132,20762949,0,"structural roles","label-invariant partition",0.926335210751137,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,118,20862935,0,"structural roles","label-invariant partition",0.937995995409372,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,129,20762946,0,"structural roles","label-invariant partition",0.900210471773771,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,163,20762980,0,"structural roles","label-invariant partition",0.948543436343739,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,119,20862936,0,"structural roles","label-invariant partition",0.912089860453474,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,160,20762977,0,"structural roles","label-invariant partition",0.905379390697613,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,130,20762947,0,"structural roles","label-invariant partition",0.96159081308572,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,116,20862933,0,"structural roles","label-invariant partition",0.972088997485346,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,120,20862937,0,"structural roles","label-invariant partition",0.971212927333243,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,161,20762978,0,"structural roles","label-invariant partition",0.92266074356839,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,142,20762959,0,"structural roles","label-invariant partition",0.931045177297633,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,135,20762952,0,"structural roles","label-invariant partition",0.92079241592458,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,121,20862938,0,"structural roles","label-invariant partition",0.947333634084161,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,127,20462944,0,"structural roles","label-invariant partition",0.857633967612557,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,27,20463844,0,"structural roles","label-invariant partition",0.940278857572921,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,28,20763845,0,"structural roles","label-invariant partition",0.970610441965571,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,20,20463837,0,"structural roles","label-invariant partition",0.890791819696568,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,21,20763838,0,"structural roles","label-invariant partition",0.912583958132965,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,13,20463830,0,"structural roles","label-invariant partition",0.961086742382785,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,14,20763831,0,"structural roles","label-invariant partition",0.898105480293309,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,164,20762981,0,"structural roles","label-invariant partition",0.890722061462819,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,156,20462973,0,"structural roles","label-invariant partition",0.989060149273121,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,7,20763824,0,"structural roles","label-invariant partition",0.820402468272336,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,149,20462966,0,"structural roles","label-invariant partition",0.912903898947138,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,150,20762967,0,"structural roles","label-invariant partition",0.95954151358069,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,192,20463009,0,"structural roles","label-invariant partition",0.93153403473557,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,193,20763010,0,"structural roles","label-invariant partition",0.965190588144193,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,143,20762960,0,"structural roles","label-invariant partition",0.976551077118363,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,136,20762953,0,"structural roles","label-invariant partition",0.927458903840872,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,122,20862939,0,"structural roles","label-invariant partition",0.990957005022161,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,128,20462945,0,"structural roles","label-invariant partition",0.976030572271009,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,28,20463845,0,"structural roles","label-invariant partition",0.947545771791903,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,29,20763846,0,"structural roles","label-invariant partition",0.875659023057867,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,21,20463838,0,"structural roles","label-invariant partition",0.913181521044054,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,22,20763839,0,"structural roles","label-invariant partition",0.877298702334402,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,14,20463831,0,"structural roles","label-invariant partition",0.92306528061913,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,15,20763832,0,"structural roles","label-invariant partition",0.949079905456334,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,165,20762982,0,"structural roles","label-invariant partition",0.891511854876443,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,157,20462974,0,"structural roles","label-invariant partition",0.976061900540018,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,8,20763825,0,"structural roles","label-invariant partition",0.976531818404225,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,150,20462967,0,"structural roles","label-invariant partition",0.928020139039668,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,151,20762968,0,"structural roles","label-invariant partition",0.946999513303885,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,193,20463010,0,"structural roles","label-invariant partition",0.941485621229505,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,194,20763011,0,"structural roles","label-invariant partition",0.99660616258933,0.991691287431846,0.94573268599011,0.0218816600202011,TRUE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,144,20762961,0,"structural roles","label-invariant partition",0.930765479735551,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,137,20762954,0,"structural roles","label-invariant partition",0.971990358060303,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,123,20862940,0,"structural roles","label-invariant partition",0.978805983481028,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,129,20462946,0,"structural roles","label-invariant partition",0.941569506556651,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,29,20463846,0,"structural roles","label-invariant partition",0.814238679200267,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,30,20763847,0,"structural roles","label-invariant partition",0.922409154610735,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,22,20463839,0,"structural roles","label-invariant partition",0.960279918997429,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,23,20763840,0,"structural roles","label-invariant partition",0.877580338499669,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,15,20463832,0,"structural roles","label-invariant partition",0.973981882101565,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,16,20763833,0,"structural roles","label-invariant partition",0.934347288100639,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,166,20762983,0,"structural roles","label-invariant partition",0.88726515661569,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,158,20462975,0,"structural roles","label-invariant partition",0.952551871005476,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,9,20763826,0,"structural roles","label-invariant partition",0.955494661249173,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,151,20462968,0,"structural roles","label-invariant partition",0.900440800711114,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,152,20762969,0,"structural roles","label-invariant partition",0.928942728114129,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,194,20463011,0,"structural roles","label-invariant partition",0.937397645277512,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,195,20763012,0,"structural roles","label-invariant partition",0.943690620307908,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,145,20762962,0,"structural roles","label-invariant partition",0.935608490073535,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,137,20462954,0,"structural roles","label-invariant partition",0.930400410158057,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,124,20862941,0,"structural roles","label-invariant partition",0.93560678415957,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,130,20462947,0,"structural roles","label-invariant partition",0.972913083269653,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,30,20463847,0,"structural roles","label-invariant partition",0.945951883994288,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,31,20763848,0,"structural roles","label-invariant partition",0.867404879926402,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,23,20463840,0,"structural roles","label-invariant partition",0.89888897399409,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,24,20763841,0,"structural roles","label-invariant partition",0.933748978003879,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,16,20463833,0,"structural roles","label-invariant partition",0.933875259365226,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,17,20763834,0,"structural roles","label-invariant partition",0.952956867294594,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,167,20762984,0,"structural roles","label-invariant partition",0.799176473578527,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,159,20462976,0,"structural roles","label-invariant partition",0.957772020328147,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,10,20763827,0,"structural roles","label-invariant partition",0.967407055872408,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,152,20462969,0,"structural roles","label-invariant partition",0.95960567860281,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,153,20762970,0,"structural roles","label-invariant partition",0.968172180068381,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,195,20463012,0,"structural roles","label-invariant partition",0.970306272288651,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,196,20763013,0,"structural roles","label-invariant partition",1.0028284826339,0.991691287431846,0.94573268599011,0.0218816600202011,TRUE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,146,20762963,0,"structural roles","label-invariant partition",0.952945855396887,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,138,20462955,0,"structural roles","label-invariant partition",0.951525181828444,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,125,20862942,0,"structural roles","label-invariant partition",1.0153991949518,0.991691287431846,0.94573268599011,0.0218816600202011,TRUE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,131,20462948,0,"structural roles","label-invariant partition",0.958590541793615,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,31,20463848,0,"structural roles","label-invariant partition",0.904088608977779,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,32,20763849,0,"structural roles","label-invariant partition",0.928438445427042,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,24,20463841,0,"structural roles","label-invariant partition",0.91790568211096,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,25,20763842,0,"structural roles","label-invariant partition",0.879510926359087,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,17,20463834,0,"structural roles","label-invariant partition",0.896714963511415,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,18,20763835,0,"structural roles","label-invariant partition",0.87927549976601,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,168,20762985,0,"structural roles","label-invariant partition",0.91892940736647,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,160,20462977,0,"structural roles","label-invariant partition",1.0014640837938,0.991691287431846,0.94573268599011,0.0218816600202011,TRUE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,11,20763828,0,"structural roles","label-invariant partition",0.915897473316389,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,153,20462970,0,"structural roles","label-invariant partition",0.93245593439481,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,154,20762971,0,"structural roles","label-invariant partition",0.878241834425632,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,196,20463013,0,"structural roles","label-invariant partition",0.975736284635093,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,197,20763014,0,"structural roles","label-invariant partition",0.945121497182854,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,147,20762964,0,"structural roles","label-invariant partition",0.990271395842085,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,139,20462956,0,"structural roles","label-invariant partition",0.929131019429774,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,126,20862943,0,"structural roles","label-invariant partition",0.95145293510275,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,132,20462949,0,"structural roles","label-invariant partition",0.945965674170775,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,32,20463849,0,"structural roles","label-invariant partition",0.905397395637688,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,33,20763850,0,"structural roles","label-invariant partition",0.965788192929678,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,25,20463842,0,"structural roles","label-invariant partition",0.913057483680634,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,26,20763843,0,"structural roles","label-invariant partition",0.931617821015112,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,18,20463835,0,"structural roles","label-invariant partition",0.885232816189985,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,19,20763836,0,"structural roles","label-invariant partition",0.947843970300274,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,169,20762986,0,"structural roles","label-invariant partition",0.964180805137351,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,161,20462978,0,"structural roles","label-invariant partition",0.9820096010728,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,12,20763829,0,"structural roles","label-invariant partition",0.91421385723529,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,154,20462971,0,"structural roles","label-invariant partition",0.888304289790985,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,155,20762972,0,"structural roles","label-invariant partition",0.91117774684788,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,197,20463014,0,"structural roles","label-invariant partition",0.983424687336861,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,198,20763015,0,"structural roles","label-invariant partition",0.89537448601842,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,148,20762965,0,"structural roles","label-invariant partition",0.911829070055772,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,140,20462957,0,"structural roles","label-invariant partition",0.932906632530602,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","local_block_shock","Localized block-pair shock","small",0.25,127,20862944,0,"structural roles","label-invariant partition",0.990404027023447,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,133,20462950,0,"structural roles","label-invariant partition",0.89709177262709,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,33,20463850,0,"structural roles","label-invariant partition",0.997200190138199,0.991691287431846,0.94573268599011,0.0218816600202011,TRUE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,34,20763851,0,"structural roles","label-invariant partition",0.936889366764519,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,26,20463843,0,"structural roles","label-invariant partition",0.945000755308281,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,27,20763844,0,"structural roles","label-invariant partition",0.930124206493492,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","medium",0.5,19,20463836,0,"structural roles","label-invariant partition",0.992458746340349,0.991691287431846,0.94573268599011,0.0218816600202011,TRUE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,20,20763837,0,"structural roles","label-invariant partition",0.970513978406338,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,170,20762987,0,"structural roles","label-invariant partition",0.911852330512702,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,162,20462979,0,"structural roles","label-invariant partition",0.959005496380133,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","medium",0.5,13,20763830,0,"structural roles","label-invariant partition",0.933578807576126,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,155,20462972,0,"structural roles","label-invariant partition",0.88148040768992,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,156,20762973,0,"structural roles","label-invariant partition",0.938923121727373,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","global_scale","Global volume scaling","small",0.25,198,20463015,0,"structural roles","label-invariant partition",0.959822433006866,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
"estimated_role_instability","directional_shift","Directional asymmetry shift","small",0.25,199,20763016,0,"structural roles","label-invariant partition",0.974125272011893,0.991691287431846,0.94573268599011,0.0218816600202011,FALSE
