"metric","metric_role","fixed_K","year_pair","distance"
"wasserstein","secondary",8,"2023-2024",2.86727478929001
"jensen_shannon","exploratory",8,"2006-2007",0.063020869406997
"jensen_shannon","exploratory",8,"2007-2008",0.0285678069476531
"jensen_shannon","exploratory",8,"2008-2009",0.045723023225146
"jensen_shannon","exploratory",8,"2009-2010",0.0554148559305898
"jensen_shannon","exploratory",8,"2010-2011",0.012544556128935
"jensen_shannon","exploratory",8,"2011-2012",0.0510248827137729
"jensen_shannon","exploratory",8,"2012-2013",0.0576388130478166
"jensen_shannon","exploratory",8,"2013-2014",0.0665026971732507
"jensen_shannon","exploratory",8,"2014-2015",0.0157514079557453
"jensen_shannon","exploratory",8,"2015-2016",0.01775536595573
"jensen_shannon","exploratory",8,"2016-2017",0.047588729149838
"jensen_shannon","exploratory",8,"2017-2018",0.0870729382669975
"jensen_shannon","exploratory",8,"2018-2019",0.0845298143610977
"jensen_shannon","exploratory",8,"2019-2020",0.0503308946166071
"jensen_shannon","exploratory",8,"2020-2021",0.0716482238414637
"jensen_shannon","exploratory",8,"2021-2022",0.0642818013321135
"jensen_shannon","exploratory",8,"2022-2023",0.0662270077200425
"jensen_shannon","exploratory",8,"2023-2024",0.0187528399355255
"total_variation","exploratory",8,"2006-2007",0.2672208959166
"total_variation","exploratory",8,"2007-2008",0.119014686617077
"total_variation","exploratory",8,"2008-2009",0.211145777010773
"total_variation","exploratory",8,"2009-2010",0.227764018734049
"total_variation","exploratory",8,"2010-2011",0.089376244321029
"total_variation","exploratory",8,"2011-2012",0.233292198414767
"total_variation","exploratory",8,"2012-2013",0.252796778687708
"total_variation","exploratory",8,"2013-2014",0.247155225032013
"total_variation","exploratory",8,"2014-2015",0.0967954999045243
"total_variation","exploratory",8,"2015-2016",0.112037175058203
"total_variation","exploratory",8,"2016-2017",0.211349577352981
"total_variation","exploratory",8,"2017-2018",0.263645987903797
"total_variation","exploratory",8,"2018-2019",0.267636520169813
"total_variation","exploratory",8,"2019-2020",0.220675704719374
"total_variation","exploratory",8,"2020-2021",0.235751263681367
"total_variation","exploratory",8,"2021-2022",0.221894922643672
"total_variation","exploratory",8,"2022-2023",0.283879631071748
"total_variation","exploratory",8,"2023-2024",0.121401936076334
"frobenius","primary",10,"2006-2007",39.9471465851007
"frobenius","primary",10,"2007-2008",47.6469430403754
"frobenius","primary",10,"2008-2009",40.344917787358
"frobenius","primary",10,"2009-2010",83.4247654605437
"frobenius","primary",10,"2010-2011",53.156391171765
"frobenius","primary",10,"2011-2012",104.750989762265
"frobenius","primary",10,"2012-2013",68.7878273837918
"frobenius","primary",10,"2013-2014",51.8996907971913
"frobenius","primary",10,"2014-2015",44.3707000432451
"frobenius","primary",10,"2015-2016",42.5771432108348
"frobenius","primary",10,"2016-2017",57.9602474894084
"frobenius","primary",10,"2017-2018",110.379849991962
"frobenius","primary",10,"2018-2019",77.4577184386206
"frobenius","primary",10,"2019-2020",52.448836402585
"frobenius","primary",10,"2020-2021",80.8674817709482
"frobenius","primary",10,"2021-2022",48.5815836055037
"frobenius","primary",10,"2022-2023",91.8738904733001
"frobenius","primary",10,"2023-2024",40.0055099131636
"cut","primary",10,"2006-2007",1.10368647181422
"cut","primary",10,"2007-2008",2.84165639045456
"cut","primary",10,"2008-2009",2.37692994719809
"cut","primary",10,"2009-2010",4.87656921423555
"cut","primary",10,"2010-2011",2.93901053663591
"cut","primary",10,"2011-2012",4.40426658074727
"cut","primary",10,"2012-2013",3.0681439766838
"cut","primary",10,"2013-2014",1.68453296208692
"cut","primary",10,"2014-2015",2.15582517622663
"cut","primary",10,"2015-2016",2.23564243808338
"cut","primary",10,"2016-2017",2.12800728175043
"cut","primary",10,"2017-2018",3.72085925319037
"cut","primary",10,"2018-2019",2.30627294519014
"cut","primary",10,"2019-2020",2.83208061221445
"cut","primary",10,"2020-2021",2.98430986253942
"cut","primary",10,"2021-2022",2.490665312928
"cut","primary",10,"2022-2023",4.34219961590856
"cut","primary",10,"2023-2024",1.49664293817428
"wasserstein","secondary",10,"2006-2007",1.13379830127448
"wasserstein","secondary",10,"2007-2008",2.85397436900263
"wasserstein","secondary",10,"2008-2009",2.43687889952288
"wasserstein","secondary",10,"2009-2010",4.67389906271693
"wasserstein","secondary",10,"2010-2011",3.07035488887879
"wasserstein","secondary",10,"2011-2012",3.93190085839348
"wasserstein","secondary",10,"2012-2013",2.61375543764333
"wasserstein","secondary",10,"2013-2014",1.55267482259231
"wasserstein","secondary",10,"2014-2015",2.31666897615448
"wasserstein","secondary",10,"2015-2016",2.14521042667432
"wasserstein","secondary",10,"2016-2017",2.52642173065666
"wasserstein","secondary",10,"2017-2018",3.42411739339504
"wasserstein","secondary",10,"2018-2019",2.00614781553799
"wasserstein","secondary",10,"2019-2020",2.64639152052273
"wasserstein","secondary",10,"2020-2021",2.40014140688903
"wasserstein","secondary",10,"2021-2022",1.85337489590991
"wasserstein","secondary",10,"2022-2023",3.71787725066516
"wasserstein","secondary",10,"2023-2024",1.49802638188316
"jensen_shannon","exploratory",10,"2006-2007",0.0100803140128942
"jensen_shannon","exploratory",10,"2007-2008",0.0630545219289572
"jensen_shannon","exploratory",10,"2008-2009",0.0226927995976084
"jensen_shannon","exploratory",10,"2009-2010",0.0635761099440821
"jensen_shannon","exploratory",10,"2010-2011",0.0380023364465529
"jensen_shannon","exploratory",10,"2011-2012",0.0337536458380472
"jensen_shannon","exploratory",10,"2012-2013",0.0276292034859783
"jensen_shannon","exploratory",10,"2013-2014",0.0239471429755694
"jensen_shannon","exploratory",10,"2014-2015",0.038154250293165
"jensen_shannon","exploratory",10,"2015-2016",0.0391719507684069
"jensen_shannon","exploratory",10,"2016-2017",0.0502329942886328
"jensen_shannon","exploratory",10,"2017-2018",0.0753229745463826
"jensen_shannon","exploratory",10,"2018-2019",0.058507897677719
"jensen_shannon","exploratory",10,"2019-2020",0.0449382981024636
"jensen_shannon","exploratory",10,"2020-2021",0.0878627370231187
"jensen_shannon","exploratory",10,"2021-2022",0.0691714161176149
"jensen_shannon","exploratory",10,"2022-2023",0.0238032815798604
"jensen_shannon","exploratory",10,"2023-2024",0.019616937884204
"total_variation","exploratory",10,"2006-2007",0.0804395716121221
"total_variation","exploratory",10,"2007-2008",0.252174578424377
"total_variation","exploratory",10,"2008-2009",0.126096169591281
"total_variation","exploratory",10,"2009-2010",0.257814528657979
"total_variation","exploratory",10,"2010-2011",0.182332977520574
"total_variation","exploratory",10,"2011-2012",0.181327659594348
"total_variation","exploratory",10,"2012-2013",0.134164773317659
"total_variation","exploratory",10,"2013-2014",0.122953449082945
"total_variation","exploratory",10,"2014-2015",0.206484583933997
"total_variation","exploratory",10,"2015-2016",0.198810270915927
"total_variation","exploratory",10,"2016-2017",0.224875275115902
"total_variation","exploratory",10,"2017-2018",0.247561111598648
"total_variation","exploratory",10,"2018-2019",0.197994376065892
"total_variation","exploratory",10,"2019-2020",0.202880805240162
"total_variation","exploratory",10,"2020-2021",0.277619763869131
"total_variation","exploratory",10,"2021-2022",0.219166753423127
"total_variation","exploratory",10,"2022-2023",0.138908793945476
"total_variation","exploratory",10,"2023-2024",0.107777601472086
"frobenius","primary",13,"2006-2007",46.5530193445947
"frobenius","primary",13,"2007-2008",38.2505948938675
"frobenius","primary",13,"2008-2009",47.4415183593281
"frobenius","primary",13,"2009-2010",79.9519476569507
"frobenius","primary",13,"2010-2011",28.0626603929784
"frobenius","primary",13,"2011-2012",102.421170209842
"frobenius","primary",13,"2012-2013",67.8222871755176
"frobenius","primary",13,"2013-2014",49.5169235074633
"frobenius","primary",13,"2014-2015",42.8757619122944
"frobenius","primary",13,"2015-2016",42.2759687833034
"frobenius","primary",13,"2016-2017",51.9901034296172
"frobenius","primary",13,"2017-2018",110.50797700582
"frobenius","primary",13,"2018-2019",81.0963740943513
"frobenius","primary",13,"2019-2020",55.9149899194098
"frobenius","primary",13,"2020-2021",82.8809721181254
"frobenius","primary",13,"2021-2022",47.0869859640381
"frobenius","primary",13,"2022-2023",91.9848231768275
"frobenius","primary",13,"2023-2024",40.4370781130069
"cut","primary",13,"2006-2007",1.67232363334334
"cut","primary",13,"2007-2008",1.90558860847616
"cut","primary",13,"2008-2009",2.67222614826844
"cut","primary",13,"2009-2010",3.39663526020919
"cut","primary",13,"2010-2011",1.19588861008718
"cut","primary",13,"2011-2012",3.6093172679565
"cut","primary",13,"2012-2013",2.49435948262693
"cut","primary",13,"2013-2014",1.34198029786814
"cut","primary",13,"2014-2015",1.85683233741823
"cut","primary",13,"2015-2016",1.96852496520125
"cut","primary",13,"2016-2017",1.67904243437273
"cut","primary",13,"2017-2018",3.54581502865151
"cut","primary",13,"2018-2019",2.82175656513354
"cut","primary",13,"2019-2020",2.94946810812116
"cut","primary",13,"2020-2021",2.49970801485637
"cut","primary",13,"2021-2022",1.83951620958373
"cut","primary",13,"2022-2023",4.3274823836433
"cut","primary",13,"2023-2024",1.59956666758103
"wasserstein","secondary",13,"2006-2007",2.13095400164695
"wasserstein","secondary",13,"2007-2008",1.77008686937299
"wasserstein","secondary",13,"2008-2009",2.47813910853726
"wasserstein","secondary",13,"2009-2010",2.87176626018721
"wasserstein","secondary",13,"2010-2011",1.28353620142573
"wasserstein","secondary",13,"2011-2012",3.16513973130538
"wasserstein","secondary",13,"2012-2013",2.18096968578867
"wasserstein","secondary",13,"2013-2014",1.24250419266249
"wasserstein","secondary",13,"2014-2015",1.80229840794847
"wasserstein","secondary",13,"2015-2016",1.87812809145881
"wasserstein","secondary",13,"2016-2017",1.51205077685182
"wasserstein","secondary",13,"2017-2018",2.77637129814272
"wasserstein","secondary",13,"2018-2019",1.99274396192175
"wasserstein","secondary",13,"2019-2020",2.54399317615294
"wasserstein","secondary",13,"2020-2021",2.1211765290558
"wasserstein","secondary",13,"2021-2022",1.44221896857849
"wasserstein","secondary",13,"2022-2023",3.72696885624307
"wasserstein","secondary",13,"2023-2024",1.56913488485317
"jensen_shannon","exploratory",13,"2006-2007",0.0194034327424198
"jensen_shannon","exploratory",13,"2007-2008",0.0425606368315088
"jensen_shannon","exploratory",13,"2008-2009",0.0230218183591774
"jensen_shannon","exploratory",13,"2009-2010",0.0452793067457624
"jensen_shannon","exploratory",13,"2010-2011",0.00864172891748032
"jensen_shannon","exploratory",13,"2011-2012",0.0362354003604739
"jensen_shannon","exploratory",13,"2012-2013",0.0127903699220392
"jensen_shannon","exploratory",13,"2013-2014",0.0140774058387308
"jensen_shannon","exploratory",13,"2014-2015",0.0376289180476423
"jensen_shannon","exploratory",13,"2015-2016",0.0441109641721904
"jensen_shannon","exploratory",13,"2016-2017",0.0275505660987153
"jensen_shannon","exploratory",13,"2017-2018",0.0732741738040717
"jensen_shannon","exploratory",13,"2018-2019",0.0710799991287004
"jensen_shannon","exploratory",13,"2019-2020",0.0484978572206507
"jensen_shannon","exploratory",13,"2020-2021",0.078706504280417
"jensen_shannon","exploratory",13,"2021-2022",0.0436285716850341
"jensen_shannon","exploratory",13,"2022-2023",0.0249023261520948
"jensen_shannon","exploratory",13,"2023-2024",0.0199707808254271
"total_variation","exploratory",13,"2006-2007",0.134068806801216
"total_variation","exploratory",13,"2007-2008",0.175279139518281
"total_variation","exploratory",13,"2008-2009",0.135445419085682
"total_variation","exploratory",13,"2009-2010",0.199439002314351
"total_variation","exploratory",13,"2010-2011",0.074974902373587
"total_variation","exploratory",13,"2011-2012",0.180579542496976
"total_variation","exploratory",13,"2012-2013",0.0866775640891647
"total_variation","exploratory",13,"2013-2014",0.0953209631664214
"total_variation","exploratory",13,"2014-2015",0.188155531827147
"total_variation","exploratory",13,"2015-2016",0.204916836209693
"total_variation","exploratory",13,"2016-2017",0.147909911601682
"total_variation","exploratory",13,"2017-2018",0.257994262001578
"total_variation","exploratory",13,"2018-2019",0.253165269595028
"total_variation","exploratory",13,"2019-2020",0.215923288332785
"total_variation","exploratory",13,"2020-2021",0.254141204059044
"total_variation","exploratory",13,"2021-2022",0.165922071187727
"total_variation","exploratory",13,"2022-2023",0.146122563724617
"total_variation","exploratory",13,"2023-2024",0.11703537695372
