"from_year","to_year","transition","analysis_dimension","estimator","fixed_K","family","scale","channel","score","evidence_percentile","robust_z"
2009,2010,"2009-2010","conventional",,,"conventional indicator","native indicator scale","indicator_top10_destination_share",0.00857459649009285,0.588235294117647,0.279048686834429
2009,2010,"2009-2010","conventional",,,"conventional indicator","native indicator scale","indicator_binary_transitivity",0.00657411527069723,0.588235294117647,1.45449860033684
2009,2010,"2009-2010","adjacency benchmark",,,"adjacency benchmark","raw weighted scale","singular_spectrum_raw",3433.00575668428,0.705882352941177,0.987378253397149
2009,2010,"2009-2010","adjacency benchmark",,,"adjacency benchmark","unit-mean shape","singular_spectrum_shape",13.2770458947128,0.0588235294117647,-1.64998437905588
2009,2010,"2009-2010","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",79.9519476569507,0.705882352941177,2.55909385320153
2009,2010,"2009-2010","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",3.39663526020919,0.823529411764706,2.02742239946154
2009,2010,"2009-2010","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.87176626018721,0.88235294117647,1.67163991314485
2009,2010,"2009-2010","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.39386490060946,0.470588235294118,-0.188762520463792
2009,2010,"2009-2010","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.163602249785214,0.705882352941177,0.365557802132757
2009,2010,"2009-2010","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.151864538551684,0.588235294117647,0.922346652648434
2009,2010,"2009-2010","estimator","block",13,"structural roles","label-invariant partition","estimated_role_instability",0.86392211548728,0.941176470588235,1.37134480435492
2009,2010,"2009-2010","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",75.6567449566898,0.823529411764706,1.20991452911535
2009,2010,"2009-2010","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",3.27519245309887,0.88235294117647,2.21585737649375
2009,2010,"2009-2010","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",3.26869118505381,0.941176470588235,1.77556955813814
2009,2010,"2009-2010","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.06350215220655,0.588235294117647,0.326389105608899
2009,2010,"2009-2010","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.104511666815233,0.823529411764706,1.69508168144451
2009,2010,"2009-2010","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.140953945550081,0.823529411764706,1.19090922267143
2009,2010,"2009-2010","estimator","smooth",13,"structural roles","label-invariant partition","estimated_role_instability",0.162838620295514,0.705882352941177,0.868314742438476
2009,2010,"2009-2010","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",75.3742963700569,0.705882352941177,1.04382169457852
2009,2010,"2009-2010","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",2.37809655712137,0.647058823529412,0.279954601283602
2009,2010,"2009-2010","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.75676240660072,0.705882352941177,0.861730285316945
2009,2010,"2009-2010","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",2.76422718872639,0.117647058823529,-1.12845131939558
2009,2010,"2009-2010","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0766856600678276,0.235294117647059,-1.09933562585092
2009,2010,"2009-2010","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.127497834642857,0.411764705882353,-0.678712784077767
2009,2010,"2009-2010","estimator","spectral",13,"structural roles","label-invariant partition","estimated_role_instability",0.463344378609659,0.911764705882353,1.1829078964838
2009,2010,"2009-2010","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",59.5986440560593,0.647058823529412,0.936838341186817
2009,2010,"2009-2010","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",1.90893061224606,0.588235294117647,0.17355227011067
2009,2010,"2009-2010","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",1.90893061224507,0.529411764705882,0.14075715891652
2009,2010,"2009-2010","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",0.161519342975825,0,-1.86360964964333
2009,2010,"2009-2010","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.00487589525479063,0.0588235294117647,-1.23179932050441
2009,2010,"2009-2010","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0097517905095067,0.0588235294117647,-1.23179932050834
2009,2010,"2009-2010","resolution","block",2,"structural roles","label-invariant partition","estimated_role_instability",0,0.323529411764706,0
2009,2010,"2009-2010","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",64.9794371682716,0.705882352941177,1.30702876525863
2009,2010,"2009-2010","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",2.84915495425353,0.823529411764706,1.70762947428838
2009,2010,"2009-2010","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.78529057273543,0.705882352941177,1.17193897630921
2009,2010,"2009-2010","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",1.54425795283456,0.176470588235294,-1.07056872392468
2009,2010,"2009-2010","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0745705993011147,0.529411764705882,0.0407996120658056
2009,2010,"2009-2010","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0894502642592927,0.352941176470588,-0.814544580124785
2009,2010,"2009-2010","resolution","block",4,"structural roles","label-invariant partition","estimated_role_instability",0.461329470955938,0.529411764705882,0.0856478778820438
2009,2010,"2009-2010","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",83.8022928972849,0.823529411764706,1.22687682463204
2009,2010,"2009-2010","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",4.27898947950831,0.88235294117647,1.45159746361925
2009,2010,"2009-2010","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",4.35546768026028,0.88235294117647,2.01058900022419
2009,2010,"2009-2010","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.61791376992593,0.411764705882353,-0.290847476536046
2009,2010,"2009-2010","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.203165190455716,0.529411764705882,0.0849569646141465
2009,2010,"2009-2010","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.272224164071941,0.88235294117647,1.13171530032844
2009,2010,"2009-2010","resolution","block",8,"structural roles","label-invariant partition","estimated_role_instability",0.721369522093176,0.294117647058824,-0.855771659514296
2009,2010,"2009-2010","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",79.9519476569507,0.705882352941177,2.55909385320153
2009,2010,"2009-2010","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",3.39663526020919,0.823529411764706,2.02742239946154
2009,2010,"2009-2010","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.87176626018721,0.88235294117647,1.67163991314485
2009,2010,"2009-2010","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.39386490060946,0.470588235294118,-0.188762520463792
2009,2010,"2009-2010","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.163602249785214,0.705882352941177,0.365557802132757
2009,2010,"2009-2010","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.151864538551684,0.588235294117647,0.922346652648434
2009,2010,"2009-2010","resolution","block",13,"structural roles","label-invariant partition","estimated_role_instability",0.86392211548728,0.941176470588235,1.37134480435492
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_total_weight",0.0199991771356398,0.176470588235294,-0.706466655720188
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_edge_density",0.000164203612479485,0.235294117647059,-0.995555555555555
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_weighted_reciprocity",0.00402707576423883,0.352941176470588,-0.794495110828084
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_in_strength_gini",0.000389985735806508,0.0588235294117647,-1.03046386185275
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_out_strength_gini",0.00211635030444102,0.176470588235294,-1.1125229503518
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_effective_destinations",0.00431764488081976,0.0588235294117647,-1.13532871464006
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_top10_destination_share",0.00315637568440308,0.176470588235294,-1.03565917208396
2010,2011,"2010-2011","conventional",,,"conventional indicator","native indicator scale","indicator_binary_transitivity",0.00183965311388035,0,-1.0479780556749
2010,2011,"2010-2011","adjacency benchmark",,,"adjacency benchmark","raw weighted scale","singular_spectrum_raw",734.03959888346,0.294117647058824,-1.00865584521001
2010,2011,"2010-2011","adjacency benchmark",,,"adjacency benchmark","unit-mean shape","singular_spectrum_shape",12.4536978804402,0,-1.66515361894183
2010,2011,"2010-2011","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",28.0626603929784,0,-1.98873755540693
2010,2011,"2010-2011","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",1.19588861008718,0,-1.80185130456298
2010,2011,"2010-2011","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",1.28353620142573,0.0588235294117647,-1.58674148020395
2010,2011,"2010-2011","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",1.5374836737149,0,-4.9165860197022
2010,2011,"2010-2011","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0612916415411771,0,-2.37145759905469
2010,2011,"2010-2011","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0740060975610185,0,-5.54004937370417
2010,2011,"2010-2011","estimator","block",13,"structural roles","label-invariant partition","estimated_role_instability",0.805859266395536,0.235294117647059,-1.11998751104739
2010,2011,"2010-2011","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",15.1515463673845,0.117647058823529,-1.08831881403391
2010,2011,"2010-2011","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",0.438871393237726,0.0588235294117647,-1.2965856346241
2010,2011,"2010-2011","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",0.525216191492789,0.0588235294117647,-1.4552508383995
2010,2011,"2010-2011","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",0.473728912472108,0,-1.51945750528178
2010,2011,"2010-2011","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0136897862806151,0.0588235294117647,-1.77320561549565
2010,2011,"2010-2011","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0287674336340916,0.0588235294117647,-1.56212445274651
2010,2011,"2010-2011","estimator","smooth",13,"structural roles","label-invariant partition","estimated_role_instability",0,0.0882352941176471,-1.13871435854017
2010,2011,"2010-2011","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",46.6997995833058,0.176470588235294,-0.956178305421481
2010,2011,"2010-2011","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",1.30338087706062,0.235294117647059,-0.979851440165513
2010,2011,"2010-2011","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.03906130743341,0.352941176470588,-0.443559415565983
2010,2011,"2010-2011","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",2.74982446954666,0.0588235294117647,-1.14222201204425
2010,2011,"2010-2011","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0756356442192058,0.176470588235294,-1.13349346357683
2010,2011,"2010-2011","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.124105798050347,0.352941176470588,-0.768129735135501
2010,2011,"2010-2011","estimator","spectral",13,"structural roles","label-invariant partition","estimated_role_instability",0.463344378609659,0.911764705882353,1.1829078964838
2010,2011,"2010-2011","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",13.4320553503465,0.176470588235294,-1.03387801050264
2010,2011,"2010-2011","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",0.324440816326552,0.176470588235294,-1.13663475394585
2010,2011,"2010-2011","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",0.324440816326363,0.0588235294117647,-1.16172970920128
2010,2011,"2010-2011","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",0.234182185776332,0.117647058823529,-1.78526605910251
2010,2011,"2010-2011","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.00265701496834432,0,-1.37387414651383
2010,2011,"2010-2011","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.00565131495218171,0,-1.36307597272841
2010,2011,"2010-2011","resolution","block",2,"structural roles","label-invariant partition","estimated_role_instability",0,0.323529411764706,0
2010,2011,"2010-2011","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",22.8742727195049,0.0588235294117647,-1.02335710851181
2010,2011,"2010-2011","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",0.883888085669922,0.0588235294117647,-1.23840880246589
2010,2011,"2010-2011","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",0.667738079659654,0.0588235294117647,-1.57775731697589
2010,2011,"2010-2011","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",1.16268260616063,0,-1.5198436203302
2010,2011,"2010-2011","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0372125831933502,0,-1.60495714942648
2010,2011,"2010-2011","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0260223246971717,0,-2.34163307791261
2010,2011,"2010-2011","resolution","block",4,"structural roles","label-invariant partition","estimated_role_instability",0.38875550220088,0.411764705882353,-0.57706640529494
2010,2011,"2010-2011","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",34.6963723046831,0.117647058823529,-1.0800370859176
2010,2011,"2010-2011","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",1.5703322673686,0.176470588235294,-1.60029052832097
2010,2011,"2010-2011","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",1.90448520223058,0.176470588235294,-1.64632352935695
2010,2011,"2010-2011","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",1.99238315807584,0,-2.08909365854174
2010,2011,"2010-2011","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0844449147843454,0,-4.08570495570455
2010,2011,"2010-2011","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.112359070409014,0.0588235294117647,-2.98082789382915
2010,2011,"2010-2011","resolution","block",8,"structural roles","label-invariant partition","estimated_role_instability",0.7567501341859,0.647058823529412,0.525446832373097
2010,2011,"2010-2011","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",28.0626603929784,0,-1.98873755540693
2010,2011,"2010-2011","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",1.19588861008718,0,-1.80185130456298
2010,2011,"2010-2011","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",1.28353620142573,0.0588235294117647,-1.58674148020395
2010,2011,"2010-2011","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",1.5374836737149,0,-4.9165860197022
2010,2011,"2010-2011","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0612916415411771,0,-2.37145759905469
2010,2011,"2010-2011","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0740060975610185,0,-5.54004937370417
2010,2011,"2010-2011","resolution","block",13,"structural roles","label-invariant partition","estimated_role_instability",0.805859266395536,0.235294117647059,-1.11998751104739
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_total_weight",0.186869268966221,0.88235294117647,2.72772963439764
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_edge_density",0.00308702791461413,0.470588235294118,-0.204444444444444
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_weighted_reciprocity",0.0091731415463342,0.529411764705882,0.115500868256637
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_in_strength_gini",0.0037154177013623,0.88235294117647,5.40993934963271
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_out_strength_gini",0.0102442974635535,0.470588235294118,-0.0167870189958498
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_effective_destinations",0.0961192420988239,0.823529411764706,2.77910736313289
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_top10_destination_share",0.0197140037499903,0.941176470588235,2.98197770975295
2011,2012,"2011-2012","conventional",,,"conventional indicator","native indicator scale","indicator_binary_transitivity",0.00202119349980545,0.0588235294117647,-0.9520219443251
2011,2012,"2011-2012","adjacency benchmark",,,"adjacency benchmark","raw weighted scale","singular_spectrum_raw",5324.06394982132,0.941176470588235,2.38591992278497
2011,2012,"2011-2012","adjacency benchmark",,,"adjacency benchmark","unit-mean shape","singular_spectrum_shape",53.0554375219639,0.294117647058824,-0.91711327909403
2011,2012,"2011-2012","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",102.421170209842,0.941176470588235,4.5284066235468
2011,2012,"2011-2012","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",3.6093172679565,0.941176470588235,2.39748663177141
2011,2012,"2011-2012","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",3.16513973130538,0.941176470588235,2.27351912725506
2011,2012,"2011-2012","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.10111826394447,0.235294117647059,-0.934328360117875
2011,2012,"2011-2012","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.150929424568962,0.529411764705882,0.0265341330455393
2011,2012,"2011-2012","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.135495206636129,0.411764705882353,-0.436338471008389
2011,2012,"2011-2012","estimator","block",13,"structural roles","label-invariant partition","estimated_role_instability",0.833765272851998,0.588235294117647,0.0773897580039067
2011,2012,"2011-2012","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",102.897526627115,0.941176470588235,2.24463012691665
2011,2012,"2011-2012","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",3.42241560779256,0.941176470588235,2.3981755731523
2011,2012,"2011-2012","estimator","smooth",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.81959371285578,0.88235294117647,1.24669531047185
2011,2012,"2011-2012","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.08682096257104,0.647058823529412,0.343009459244844
2011,2012,"2011-2012","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0874749697082721,0.705882352941177,1.04448779580735
2011,2012,"2011-2012","estimator","smooth",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.10859457080628,0.647058823529412,0.396816894960359
2011,2012,"2011-2012","estimator","smooth",13,"structural roles","label-invariant partition","estimated_role_instability",0.0923886330123246,0.558823529411765,0
2011,2012,"2011-2012","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",109.070979361346,0.941176470588235,3.39411109926366
2011,2012,"2011-2012","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",4.35815350213875,1,2.60102216178033
2011,2012,"2011-2012","estimator","spectral",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",4.20591372136954,1,3.49731533372122
2011,2012,"2011-2012","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",4.03171789281851,0.529411764705882,0.0834187936914885
2011,2012,"2011-2012","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.131094772118762,0.647058823529412,0.670635391906821
2011,2012,"2011-2012","estimator","spectral",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.202166714361758,0.88235294117647,1.28962198509978
2011,2012,"2011-2012","estimator","spectral",13,"structural roles","label-invariant partition","estimated_role_instability",0.172835789655283,0.294117647058824,-0.646450027833738
2011,2012,"2011-2012","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",91.9856741890095,0.764705882352941,2.31934572704802
2011,2012,"2011-2012","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",2.73756734693959,0.764705882352941,0.85873755830118
2011,2012,"2011-2012","resolution","block",2,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.73756734693976,0.705882352941177,0.821915515480154
2011,2012,"2011-2012","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",0.952674033137035,0.235294117647059,-1.01060284848355
2011,2012,"2011-2012","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0375606191651321,0.647058823529412,0.861002391734453
2011,2012,"2011-2012","resolution","block",2,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0751212383298688,0.647058823529412,0.861002391722858
2011,2012,"2011-2012","resolution","block",2,"structural roles","label-invariant partition","estimated_role_instability",0,0.323529411764706,0
2011,2012,"2011-2012","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",95.0658826625738,0.941176470588235,2.97221707386148
2011,2012,"2011-2012","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",2.97338821339058,0.88235294117647,1.89386165604163
2011,2012,"2011-2012","resolution","block",4,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.89885336765284,0.764705882352941,1.31940318192423
2011,2012,"2011-2012","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",1.77116850311224,0.235294117647059,-0.803399435190608
2011,2012,"2011-2012","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0727183297550818,0.470588235294118,-0.0407996120658056
2011,2012,"2011-2012","resolution","block",4,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.134190595690001,0.529411764705882,0.262621822989017
2011,2012,"2011-2012","resolution","block",4,"structural roles","label-invariant partition","estimated_role_instability",0.474278485913495,0.647058823529412,0.203892715702728
2011,2012,"2011-2012","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",106.67533319752,0.941176470588235,2.30141395189493
2011,2012,"2011-2012","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",4.83521615146103,0.941176470588235,2.07830707210027
2011,2012,"2011-2012","resolution","block",8,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",4.19860097890073,0.823529411764706,1.77654089469186
2011,2012,"2011-2012","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.54949589656303,0.294117647058824,-0.36653487279846
2011,2012,"2011-2012","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.198328493330947,0.470588235294118,-0.0849569646141455
2011,2012,"2011-2012","resolution","block",8,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.214900700637775,0.411764705882353,-0.342935694520918
2011,2012,"2011-2012","resolution","block",8,"structural roles","label-invariant partition","estimated_role_instability",0.757235432318695,0.705882352941177,0.54439231452976
2011,2012,"2011-2012","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",102.421170209842,0.941176470588235,4.5284066235468
2011,2012,"2011-2012","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",3.6093172679565,0.941176470588235,2.39748663177141
2011,2012,"2011-2012","resolution","block",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",3.16513973130538,0.941176470588235,2.27351912725506
2011,2012,"2011-2012","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",3.10111826394447,0.235294117647059,-0.934328360117875
2011,2012,"2011-2012","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.150929424568962,0.529411764705882,0.0265341330455393
2011,2012,"2011-2012","resolution","block",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.135495206636129,0.411764705882353,-0.436338471008389
2011,2012,"2011-2012","resolution","block",13,"structural roles","label-invariant partition","estimated_role_instability",0.833765272851998,0.588235294117647,0.0773897580039067
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_total_weight",0.165248366645773,0.823529411764706,2.28277019485189
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_edge_density",0.00210180623973727,0.411764705882353,-0.471111111111114
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_weighted_reciprocity",0.00117310380395613,0,-1.29917249317206
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_in_strength_gini",0.00180546128419623,0.705882352941177,1.71090428582026
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_out_strength_gini",9.58687237126998e-05,0,-1.38490590551962
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_effective_destinations",0.0479252046548937,0.705882352941177,0.724105221328515
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_top10_destination_share",0.0104474645868372,0.647058823529412,0.733492035271184
2012,2013,"2012-2013","conventional",,,"conventional indicator","native indicator scale","indicator_binary_transitivity",0.00334649578102486,0.235294117647059,-0.25151195796152
2012,2013,"2012-2013","adjacency benchmark",,,"adjacency benchmark","raw weighted scale","singular_spectrum_raw",3437.19306956887,0.764705882352941,0.990475001859531
2012,2013,"2012-2013","adjacency benchmark",,,"adjacency benchmark","unit-mean shape","singular_spectrum_shape",16.3498122402215,0.117647058823529,-1.593372194414
2012,2013,"2012-2013","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_frobenius_raw",67.8222871755176,0.647058823529412,1.49599096969904
2012,2013,"2012-2013","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_cut_raw",2.49435948262693,0.529411764705882,0.457472987664204
2012,2013,"2012-2013","estimator","block",13,"fitted-kernel distance","raw weighted scale","graphon_wasserstein_raw",2.18096968578867,0.647058823529412,0.254415316372918
2012,2013,"2012-2013","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_frobenius_shape",2.38391809800891,0.0588235294117647,-2.76089057107071
2012,2013,"2012-2013","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_cut_shape",0.0760968715513749,0.0588235294117647,-1.9753877950381
2012,2013,"2012-2013","estimator","block",13,"fitted-kernel distance","unit-mean shape","graphon_wasserstein_shape",0.0749788297786439,0.0588235294117647,-5.45931078277039
